종목코드,순위
A290670,505
A078140,506
A001680,507
A084690,1905
A036480,508
A128820,1918
A117580,1847
A027830,1888
A104040,509
A016710,510
A003540,511
A045390,512
A009190,513
A108380,514
A006580,515
A014160,516
A047040,517
A009320,518
A042660,519
A003090,520
A069620,521
A007680,522
A000430,523
A048910,524
A005710,525
A006340,526
A003220,527
A024890,528
A290380,529
A002880,530
A290120,531
A000300,1823
A120240,532
A003310,533
A078600,534
A012800,535
A015230,536
A096350,12
A140520,537
A131220,538
A010170,539
A054670,540
A001070,541
A023910,542
A006650,543
A001440,544
A084010,545
A001790,546
A001130,547
A003490,548
A005880,1906
A003830,549
A016090,550
A069460,551
A067080,552
A298540,1908
A118000,553
A192080,554
A299170,555
A012510,1841
A213420,115
A317330,84
A077360,556
A004830,557
A090410,558
A024900,8
A263600,559
A194480,1934
A263800,560
A206560,561
A261200,562
A145720,563
A067990,564
A002150,565
A006620,566
A100130,567
A005160,166
A075970,568
A001230,569
A086450,570
A023450,571
A004140,1994
A007590,572
A005960,573
A026960,574
A002210,575
A102260,576
A033500,577
A025950,578
A000640,1821
A170900,579
A088130,580
A028100,581
A282690,582
A041930,583
A001520,584
A084670,135
A082640,585
A060380,586
A079960,587
A008970,588
A228340,589
A092780,590
A088910,591
A094170,592
A049770,593
A013120,594
A018500,595
A006040,596
A014820,597
A163560,598
A109860,599
A032960,600
A004890,601
A002690,602
A005290,603
A025900,1935
A000020,604
A000150,605
A241560,3
A034020,606
A131970,607
A336260,608
A016740,150
A030350,1930
A203650,609
A223250,610
A060570,611
A192650,612
A217620,613
A187870,614
A066670,615
A024090,616
A003160,617
A092200,618
A110990,190
A078590,619
A263690,1965
A214680,111
A263720,620
A109740,1812
A196490,621
A066900,52
A127120,622
A092070,623
A039840,1805
A013570,624
A219550,625
A210540,626
A104460,2000
A079810,627
A113810,170
A197140,628
A068930,629
A033130,630
A105740,631
A263020,632
A290550,633
A187220,634
A317120,635
A042510,636
A232680,637
A300120,638
A171120,129
A069540,639
A347700,640
A214260,641
A115390,642
A200350,643
A171010,644
A084650,645
A217500,646
A141080,647
A038390,1818
A294140,648
A228670,649
A228850,650
A281740,140
A277810,651
A215100,1808
A090360,652
A108490,653
A071280,654
A032350,655
A000400,656
A023530,657
A020150,658
A280360,1974
A004000,659
A286940,660
A004990,1814
A005300,661
A011170,662
A071840,1816
A038060,38
A085370,663
A060240,664
A058470,665
A019570,45
A016100,666
A012700,667
A302550,668
A277070,669
A042500,670
A219420,671
A027740,672
A195500,673
A305090,674
A098120,89
A038290,675
A001080,676
A267980,677
A005990,678
A093520,41
A100590,679
A067280,680
A072870,681
A215200,682
A133750,1895
A235980,683
A041920,684
A054180,685
A086900,686
A078160,687
A065650,688
A138040,689
A021880,119
A140410,690
A241770,691
A090370,1991
A059210,72
A058110,692
A096640,693
A017180,694
A257370,695
A009900,696
A012690,1852
A005360,697
A080420,698
A080160,699
A087260,700
A101330,701
A012860,702
A363260,1962
A348030,1961
A250060,200
A033200,703
A009680,704
A118990,705
A009580,1993
A001810,706
A009200,707
A033920,22
A008420,708
A279600,709
A095500,710
A025560,711
A218150,712
A007120,713
A100790,714
A085620,715
A006800,716
A049950,65
A207760,1832
A002840,717
A268280,718
A107590,719
A134380,720
A003650,721
A059090,722
A214610,1846
A201490,1921
A206640,723
A018700,724
A035620,725
A053030,726
A301300,1900
A064550,727
A314930,60
A086820,728
A038460,729
A086040,730
A032980,47
A043150,1803
A323990,731
A003610,732
A267790,733
A001340,181
A046310,734
A035150,1881
A331520,735
A066410,736
A002410,737
A206400,738
A019010,739
A177350,740
A007210,741
A225530,742
A250000,743
A002760,744
A003850,745
A006910,746
A000890,747
A226340,748
A003000,749
A001270,83
A026940,750
A014470,751
A011390,752
A338220,77
A100120,753
A337930,754
A064480,1978
A288330,755
A251630,104
A018290,70
A033560,756
A369370,757
A126340,758
A121800,759
A082800,760
A318410,25
A100220,761
A200780,762
A141000,763
A090460,764
A083650,765
A142760,766
A065170,767
A086670,768
A335890,769
A138580,20
A082920,5
A042370,770
A307870,771
A032850,772
A238200,773
A093190,774
A065450,775
A005180,138
A143240,776
A003960,777
A008040,778
A007160,1807
A014710,779
A006090,780
A122350,1928
A014970,781
A018310,782
A053700,783
A009620,784
A023600,785
A001470,786
A006400,787
A006660,788
A028260,789
A207940,790
A032830,791
A018260,792
A028050,793
A009150,54
A005930,53
A001360,103
A010140,794
A016360,795
A068290,1857
A029780,796
A000810,797
A006110,191
A009300,798
A145990,799
A003230,800
A225190,801
A002170,802
A272550,803
A000070,804
A003720,132
A002810,805
A054540,806
A005680,807
A023000,808
A004380,809
A002450,810
A002290,811
A004440,1917
A000520,812
A009770,813
A037460,814
A032750,815
A054090,816
A005500,817
A000250,818
A004690,1990
A024950,819
A038500,820
A017480,821
A010960,822
A046390,823
A004450,824
A009470,825
A011230,826
A001820,827
A000390,828
A027580,829
A038540,830
A001290,831
A041650,832
A091580,833
A263810,142
A089980,834
A042940,835
A042600,131
A075180,836
A252990,837
A007540,838
A248170,839
A294630,840
A038070,841
A006730,842
A100660,843
A007860,80
A200880,844
A019770,845
A017390,846
A092190,847
A046890,848
A004410,849
A063170,850
A018680,49
A021050,851
A093920,852
A189860,853
A178320,854
A122690,855
A140070,171
A011370,856
A065710,857
A008490,1952
A035890,858
A357550,95
A003100,1976
A007610,859
A067370,860
A171090,861
A136490,862
A086710,863
A014620,864
A037350,865
A014910,866
A003080,867
A004980,868
A011300,133
A081580,869
A045300,870
A015750,871
A000180,872
A080470,1944
A043260,152
A148150,873
A340440,874
A017510,875
A004360,1995
A004490,876
A011560,877
A001430,878
A306200,879
A003030,880
A019440,881
A058650,882
A100700,883
A024830,884
A091090,885
A021820,886
A067830,887
A033530,888
A258830,889
A036630,890
A039310,1843
A075580,891
A053450,36
A222810,892
A027970,893
A252500,894
A049180,1914
A299660,895
A268600,896
A108860,1939
A208370,897
A068270,898
A068760,899
A091990,101
A060230,900
A290690,17
A032680,1834
A066910,1887
A336370,901
A248070,902
A035610,903
A357780,904
A036830,905
A304100,906
A004430,1937
A086980,907
A050960,908
A017550,1849
A084180,909
A253840,1949
A236200,910
A317770,14
A094840,911
A192440,912
A136510,913
A099440,914
A053210,915
A159910,1884
A253450,916
A026890,917
A013810,918
A049830,1997
A020710,1867
A033170,76
A048870,919
A025320,920
A134790,921
A269620,922
A131090,923
A139050,924
A016590,925
A290520,926
A029530,927
A004970,928
A001000,929
A215600,930
A065350,931
A011930,932
A005390,933
A004170,1859
A035510,934
A034300,935
A031430,936
A031440,1966
A006880,937
A002800,938
A005800,939
A001720,940
A009270,1931
A017000,941
A002700,942
A012790,943
A138070,944
A226330,945
A019170,946
A055550,947
A056700,948
A187270,949
A004080,1836
A243840,950
A222800,951
A036710,952
A160980,953
A356890,954
A217330,955
A102280,956
A003410,957
A010280,958
A004770,959
A208640,1964
A222420,86
A037760,1827
A099320,960
A015540,961
A049960,962
A050890,963
A222080,1850
A004920,964
A352480,965
A264660,966
A352700,967
A297090,968
A112610,969
A359090,970
A115480,971
A189330,972
A096530,973
A101240,106
A060590,974
A308170,975
A260930,976
A013990,977
A123860,194
A025980,978
A008700,979
A125210,980
A002790,981
A090430,982
A052710,983
A074430,984
A092040,985
A083930,986
A149950,987
A036010,988
A002030,989
A183190,990
A002310,1889
A050860,991
A012170,992
A246720,57
A067390,1982
A127710,993
A267850,994
A020560,995
A143160,996
A054800,997
A332370,998
A122900,999
A339950,1000
A099190,1001
A289010,1002
A214430,43
A040910,1003
A052860,1004
A010780,1005
A069920,1006
A038880,1007
A307180,1008
A101390,1009
A090150,1010
A123010,1011
A031310,1999
A185490,1874
A059100,1012
A262840,1013
A175250,1014
A052460,93
A119830,1015
A124500,1016
A084850,1017
A027360,1018
A013310,1019
A059120,1020
A158430,1960
A067160,1021
A001540,1022
A053800,1023
A065660,21
A297570,1024
A001780,1025
A260660,1026
A215790,1027
A131370,1028
A140670,1029
A096610,98
A061040,1030
A148250,1031
A347860,1032
A196170,23
A123750,1033
A085810,1034
A291650,1035
A293780,1036
A018250,1037
A161000,118
A196300,1038
A310200,1039
A205500,1040
A052790,1041
A290740,1042
A238090,1043
A129890,1044
A174900,40
A255440,1045
A030960,1046
A073570,1047
A102120,1048
A263540,1049
A238120,1866
A019990,1050
A270660,1051
A038680,1052
A097780,1838
A042110,1942
A298060,1053
A260970,1054
A101490,1055
A095910,1056
A031330,122
A060540,1057
A351320,1058
A056190,1059
A080000,126
A005850,85
A041510,1915
A010580,1060
A007820,1061
A109610,1062
A012750,1063
A306040,1064
A096630,1065
A069510,1066
A041910,1067
A234300,1068
A039440,1069
A052020,1070
A237690,1071
A288620,1072
A317830,145
A058610,55
A043340,1969
A023960,1947
A298690,1940
A200710,1073
A096690,1074
A078520,1075
A298380,1076
A203400,1077
A195990,1078
A003800,1079
A088800,1080
A241840,1081
A312610,1082
A015260,1083
A072990,1975
A227100,1084
A239610,1085
A357230,1086
A071670,1087
A045660,1088
A224110,1089
A230980,1090
A021080,1879
A200470,1091
A262260,184
A007460,1938
A109960,11
A003060,1092
A244920,1897
A089970,1093
A230240,1094
A230360,1901
A038870,107
A101360,1095
A128540,1096
A086520,1097
A247540,1098
A383310,1099
A038110,139
A064850,1100
A036810,1101
A173940,1102
A083500,1103
A043090,1104
A205100,1105
A092870,1106
A317870,1107
A067570,1108
A236810,1109
A333620,1110
A036570,1973
A031860,1111
A265740,1112
A354200,1983
A183490,1113
A085310,1114
A182400,1115
A069410,1116
A227950,1117
A291230,1118
A290650,105
A066970,162
A156100,1984
A073110,1119
A083310,1120
A037950,1121
A170920,1122
A058630,1123
A058970,1124
A019590,1125
A169330,1126
A097520,1127
A179290,1128
A009780,1129
A123040,1130
A032790,1131
A033160,1132
A347890,1133
A033310,1134
A259630,1135
A115960,1136
A060850,1137
A014440,1138
A143540,1139
A111770,1140
A009970,1141
A003520,1142
A000670,1143
A036560,1144
A006740,1145
A012280,1146
A265560,1147
A012160,1148
A036000,1149
A053280,1150
A015360,141
A122640,1151
A045060,1152
A080520,99
A007310,1153
A039830,1154
A322310,1155
A046120,1156
A014940,1848
A002630,1157
A271560,68
A001800,1158
A010470,1159
A053980,1160
A052420,1161
A241790,1162
A039200,1163
A226400,1164
A031510,1165
A048260,1166
A138080,1167
A080580,1168
A067170,1169
A173130,1170
A049480,1171
A309930,1172
A244460,1173
A226950,1174
A057540,1175
A131030,1176
A082210,1177
A109080,1178
A153710,1179
A122990,1180
A232140,32
A065530,1810
A067900,1181
A007530,1182
A155650,1183
A251370,1184
A193250,1933
A273060,1185
A019210,1186
A122870,1187
A011690,123
A332570,1188
A070960,1189
A316140,1190
A032820,1191
A041190,1882
A115440,1192
A082850,1193
A215360,1194
A072470,1195
A073560,1196
A153490,1197
A010050,1802
A101170,1198
A006980,1199
A066590,1200
A017370,113
A103840,29
A046940,1201
A065680,1202
A105840,1203
A018620,1204
A049800,1872
A016880,1205
A095720,1206
A005820,1207
A307280,164
A053080,1208
A032940,1209
A240810,188
A074600,1210
A104830,1211
A014190,1212
A217820,134
A030530,1213
A336570,1214
A008370,1215
A101160,172
A064090,1216
A336060,1217
A095270,127
A010600,1218
A065950,1219
A076080,1220
A043590,1221
A069080,1222
A053580,1837
A071460,1223
A044340,1224
A330350,1225
A348350,1226
A112040,1227
A101730,1820
A123420,1923
A065370,1228
A038620,1229
A299900,1980
A036090,1230
A136540,1231
A320000,1232
A097800,94
A313760,1233
A033270,1234
A014830,1235
A036200,1236
A018000,1237
A000910,1238
A047400,24
A203450,1239
A011330,1240
A077500,1241
A011320,1242
A086390,108
A241690,1243
A142210,1244
A048430,71
A206650,1245
A089850,1246
A032620,1247
A264450,1863
A078070,1248
A002920,196
A024800,1922
A000700,1249
A054930,1250
A049520,1251
A003470,1252
A263770,1253
A072130,1254
A000220,1255
A340930,1256
A023410,1257
A056080,1258
A084370,1259
A001200,173
A179900,1260
A263050,1261
A000100,1262
A003460,1263
A008730,1264
A072770,1265
A008250,1266
A039020,1267
A025820,1268
A067920,1269
A044960,1270
A302430,1271
A214320,1272
A056090,1273
A073490,1274
A246960,1275
A088390,44
A272290,1276
A053350,1277
A041520,1278
A264850,1279
A054210,1280
A164060,1281
A065440,1282
A139480,1283
A115610,1284
A078020,1285
A131400,195
A351330,1286
A080010,1287
A086890,1288
A007660,1289
A005950,1290
A047560,19
A093230,1291
A102710,1292
A066980,1293
A074610,1294
A123570,1971
A083470,1295
A095190,1813
A091120,1296
A102460,1297
A039030,67
A294090,37
A088290,1298
A084680,1299
A181340,1300
A353810,1301
A099750,1302
A035810,102
A160600,1303
A092130,1304
A096040,1305
A001840,1306
A000760,1307
A024810,1308
A014990,1309
A041830,1310
A352940,1311
A101140,1312
A277410,1313
A060150,1314
A033230,1315
A006490,1825
A037330,1316
A100030,1317
A023800,1318
A034590,1892
A211050,154
A216050,1319
A049070,1320
A119610,64
A129260,1321
A051370,1322
A064290,1323
A189300,1324
A150840,1325
A048530,1326
A023810,1327
A175140,1328
A115310,1329
A039290,1330
A071200,1331
A101930,1332
A249420,1893
A000230,1333
A013360,1334
A003120,1335
A333430,1336
A068330,16
A003200,1898
A007110,1337
A007570,1826
A178780,1338
A019540,1339
A081000,1340
A020760,1341
A103590,1342
A094820,1343
A015860,1344
A226320,1345
A049550,1346
A254120,1347
A043910,1348
A234920,1349
A289220,1350
A317400,1351
A033240,1352
A049630,1353
A000950,1951
A208140,1354
A040420,1355
A217190,1356
A095700,1357
A122310,1358
A361390,1359
A187420,1360
A225220,1361
A159580,1362
A147830,1363
A033100,183
A079370,179
A054950,1364
A023440,1907
A090470,1365
A287410,1366
A137950,1367
A033320,9
A204270,1368
A194370,1369
A026040,1968
A126880,1370
A322510,27
A094970,1371
A089790,1372
A030000,1373
A052670,1374
A271980,1375
A001560,1376
A199820,1377
A038010,1378
A002620,1379
A276730,1380
A080220,1381
A006220,1899
A089590,1382
A216080,1383
A229000,1384
A082270,1385
A064800,1386
A044060,1387
A004910,1809
A004700,1388
A001550,1389
A000480,1932
A120030,1390
A034940,1391
A067000,1392
A018470,1393
A002600,1394
A185750,1395
A063160,1396
A001630,1397
A033340,1398
A036930,193
A044380,120
A239340,1399
A051980,1400
A072020,1401
A000440,1402
A228760,125
A314130,1403
A013890,1404
A043610,1405
A263860,1406
A303030,1407
A144510,1408
A051160,1822
A053050,1409
A119850,82
A204840,1410
A013870,1411
A071320,1412
A270520,91
A035000,1413
A018120,1414
A109820,1415
A036890,1416
A363250,1417
A003780,1845
A007370,1418
A010640,1419
A100250,1420
A051630,1421
A272450,1422
A011000,1902
A002780,1423
A085660,1424
A094850,1988
A004650,1425
A278280,1426
A000650,1427
A012600,1428
A066360,1429
A047820,1430
A131100,1431
A052300,1432
A094360,1433
A016790,1434
A284620,1435
A035720,1436
A293490,1437
A042000,1438
A317530,168
A050110,1439
A119860,1440
A223310,1441
A109070,1442
A078340,1443
A063080,1444
A307930,1445
A263700,1446
A214370,1447
A221980,1448
A001620,1449
A192250,1450
A029460,1451
A115500,112
A281820,147
A089150,1452
A025880,1453
A093320,1454
A093640,1455
A073010,1456
A105330,1457
A272110,124
A039420,1458
A083550,1459
A032500,1904
A036030,1460
A064820,163
A256940,1461
A024880,1462
A042040,1463
A258610,1464
A274090,1465
A089010,1466
A220260,1467
A052400,1468
A046070,1469
A047770,148
A078940,1470
A104540,1471
A027050,1472
A007810,114
A190650,1473
A123410,1474
A003690,1475
A036690,1476
A049430,1477
A183300,1478
A041960,1479
A089890,1480
A009730,96
A082660,1481
A192820,1482
A044820,1483
A222040,110
A241710,121
A005070,1484
A005420,1485
A069110,1486
A355150,1487
A166480,1488
A045970,1489
A196450,1490
A029960,97
A002020,1491
A003070,1492
A102940,1910
A120110,1493
A138490,1494
A021240,1495
A033290,1496
A056360,1497
A282880,1498
A121850,1499
A015710,1500
A052330,1501
A322780,1502
A036420,1903
A200130,1503
A031820,1504
A294570,1505
A192400,1987
A284740,1911
A317690,1506
A060280,1507
A015590,1508
A040350,1509
A051780,1510
A115180,1511
A182360,1512
A066310,1513
A016600,1514
A264900,1515
A005740,1516
A096240,1517
A110790,1518
A083790,30
A045520,1925
A036170,100
A214150,1519
A352770,1520
A237880,1521
A139670,1522
A020120,1523
A039490,1524
A054780,1525
A219130,1526
A065130,1527
A134580,1528
A014580,1529
A015890,1530
A006890,1531
A023160,1532
A003240,1533
A011280,1534
A323280,1535
A053620,1536
A004100,178
A009410,1854
A044490,156
A124560,1537
A007980,1538
A191420,1539
A073640,1540
A066700,1541
A095610,92
A055490,1542
A064520,167
A089030,158
A054450,1543
A078000,1544
A200230,1545
A214420,1546
A051360,61
A108230,1547
A079970,1548
A199800,1948
A105550,1865
A026150,1549
A322180,1550
A117730,15
A033830,1551
A057680,1552
A064760,1553
A246710,1554
A340570,1555
A043220,1556
A277880,1557
A131290,192
A019180,1943
A356860,161
A062860,1558
A363280,1868
A321550,1559
A091810,1560
A004870,75
A104480,1936
A081150,1941
A084730,1561
A046210,1819
A034230,1562
A033540,1563
A214450,1564
A208340,1565
A005690,1566
A177830,1567
A037070,1568
A150900,1569
A037030,1570
A047310,1571
A368770,1572
A170790,1573
A049120,1574
A038950,1575
A131760,1576
A140860,153
A091700,1577
A032800,1578
A318010,1992
A036580,1579
A027710,1580
A004720,1581
A068050,1582
A028670,1977
A222110,1583
A010820,1584
A016800,1585
A263750,1586
A251970,1587
A001020,1858
A087010,1588
A090080,1589
A010770,1590
A119500,1591
A022100,18
A058430,1950
A009520,1592
A047050,33
A003670,88
A189690,1593
A318020,1594
A256630,1595
A234100,69
A041020,1596
A114630,1597
A290720,1598
A005670,1599
A094940,1600
A007330,1601
A017810,1602
A023900,1603
A103140,42
A005810,109
A220100,1604
A334970,1605
A203690,1883
A321260,1606
A303360,1607
A053610,1608
A335810,1609
A053160,1610
A041590,1611
A009810,1612
A237820,1613
A023770,1614
A300080,1615
A032580,51
A051380,1926
A241820,1616
A319660,1617
A031980,117
A002230,1618
A057880,1619
A043370,1620
A239890,1621
A347740,1945
A137400,87
A147760,1622
A128660,1623
A006140,1624
A304840,1625
A087600,1626
A161580,1627
A347770,1628
A163730,1629
A086790,1630
A299030,1631
A067310,1632
A166090,1633
A293480,1634
A039130,1635
A136480,1636
A003380,1637
A101670,1638
A365590,1639
A149980,1640
A013030,1641
A352820,1642
A126700,1643
A106080,1644
A071090,1645
A221840,151
A106190,1646
A000080,59
A000140,1647
A373200,1880
A066130,1648
A004590,1649
A036460,1650
A039340,1651
A005430,1652
A071050,1653
A034950,1654
A010040,1655
A025540,1656
A222980,1657
A010100,1658
A256840,1659
A004090,1660
A025550,1661
A002200,1844
A002960,1662
A017890,1663
A000240,1856
A080720,1664
A123890,1665
A015760,1666
A063570,1667
A041460,1957
A006200,1668
A053300,1669
A025770,1670
A023350,1671
A000970,46
A104700,1672
A017960,1673
A023760,1967
A054040,1674
A161890,1675
A024720,1676
A021650,1677
A161390,1678
A053590,1679
A034830,1680
A007280,1681
A032300,1682
A037230,1683
A047810,1684
A123690,1970
A003350,1685
A030520,1686
A052600,1687
A011500,1688
A002390,1689
A256150,1920
A092460,1
A053690,1690
A042700,10
A008930,1691
A128940,1692
A047080,1693
A009240,1694
A020000,1870
A105630,1695
A069640,1696
A016450,1697
A009180,1698
A114810,146
A213500,1955
A014680,1699
A004710,1700
A004150,1998
A025750,1806
A226440,1701
A042520,1702
A004960,1703
A011700,1704
A078350,1705
A045100,1706
A001750,1707
A018880,1708
A009420,1709
A014130,1710
A024740,1711
A005860,1712
A300720,165
A002220,1713
A006390,1714
A003300,1715
A007770,1716
A051600,1717
A052690,1718
A130660,1828
A002320,1719
A003480,1720
A180640,1721
A005110,1722
A079170,1723
A009460,1724
A054920,177
A002680,1725
A000880,144
A088350,1726
A000370,1727
A009830,1728
A272210,1729
A012450,1730
A003530,1731
A195870,1732
A034810,1733
A076610,1842
A059270,1734
A101530,1735
A220180,1736
A143210,1737
A214180,1738
A234340,1996
A084990,1739
A000720,1740
A170030,1741
A086280,1742
A064350,1743
A079430,1891
A012330,1744
A319400,1745
A010620,1746
A048410,1956
A052260,1862
A069960,1811
A004560,1747
A004310,1748
A041440,1749
A039010,1750
A017800,1751
A307950,1752
A011210,1753
A090850,1754
A004020,1755
A005440,1919
A005380,1756
A001500,1916
A011760,157
A227840,1757
A126560,1758
A001450,1759
A057050,1815
A092300,1760
A093240,1761
A003010,1762
A111110,1763
A008770,1764
A060560,1765
A064240,1766
A039610,1767
A002460,1768
A378850,1769
A241590,1830
A006060,1770
A013520,1771
A010690,1772
A126640,1773
A133820,1855
A061250,1774
A010660,1775
A000850,1776
A016580,1869
A032560,1873
A004800,1777
A094280,1778
A097870,1779
A298040,1780
A298050,1781
A298020,197
A298000,1979
A093370,1782
A081660,1783
A005870,1784
A353190,1785
A192410,1786
A090710,1787
A205470,1985
A115160,1788
A028080,1789
A032860,1790
A200670,13
A079980,1791
A065510,128
A215090,1792
A005010,58
A263920,187
A243070,4
A084110,1793
A145020,1794
A024060,1795
A010240,1796
A189980,1797
A000540,1798
A003280,1799
A037440,1800
A238490,78
