종목코드,순위
A109080,1175
A153710,1176
A122990,1177
A232140,1948
A065530,200
A067900,1178
A007530,1179
A155650,1180
A251370,1181
A193250,86
A273060,1182
A019210,1183
A122870,1184
A011690,1891
A332570,1185
A070960,1186
A316140,1187
A032820,1188
A041190,42
A115440,1189
A082850,1190
A215360,1191
A072470,1192
A073560,1193
A153490,1194
A010050,1195
A101170,1196
A006980,1197
A066590,1882
A017370,1198
A103840,1954
A046940,1199
A065680,1200
A105840,1201
A018620,1202
A049800,175
A016880,1203
A095720,1204
A005820,1205
A307280,1206
A053080,1207
A032940,1208
A240810,1857
A074600,1209
A104830,1210
A014190,74
A217820,1864
A030530,1211
A336570,1212
A008370,1213
A101160,1885
A064090,1214
A336060,1215
A095270,1216
A010600,1217
A065950,1218
A076080,1219
A043590,1220
A069080,1221
A053580,1222
A071460,1821
A044340,1223
A330350,1827
A348350,1224
A112040,1225
A101730,22
A123420,132
A065370,185
A038620,1226
A299900,11
A036090,1227
A136540,1228
A320000,1229
A097800,1978
A313760,186
A033270,1230
A014830,1231
A036200,1232
A018000,1233
A000910,1234
A047400,1235
A203450,1236
A011330,196
A077500,1852
A011320,1237
A086390,1836
A241690,1238
A142210,1239
A048430,1970
A206650,1240
A089850,124
A032620,1241
A264450,1242
A078070,1243
A002920,1244
A024800,1245
A000700,1246
A054930,1247
A049520,1868
A003470,1248
A263770,1249
A072130,1250
A000220,1251
A340930,1252
A023410,1253
A056080,1254
A084370,1255
A001200,1810
A179900,1256
A263050,16
A000100,1257
A003460,1258
A008730,80
A072770,1956
A008250,1259
A039020,1260
A025820,1261
A067920,1262
A044960,1263
A302430,1264
A214320,1265
A056090,1266
A073490,1267
A246960,1268
A088390,1269
A272290,1270
A053350,1271
A041520,1272
A264850,1273
A054210,1274
A164060,1275
A065440,182
A139480,122
A115610,1276
A078020,1277
A131400,1278
A351330,1279
A080010,1280
A086890,1281
A007660,1855
A005950,1282
A047560,1987
A093230,1283
A102710,1284
A066980,1285
A074610,1942
A123570,129
A083470,1286
A095190,1287
A091120,1288
A102460,1289
A039030,1902
A294090,1290
A088290,1291
A084680,1292
A181340,1293
A353810,1294
A099750,1839
A035810,1295
A160600,1296
A092130,1297
A096040,1298
A001840,1299
A000760,1300
A024810,1301
A014990,1302
A041830,1303
A352940,1304
A101140,1305
A277410,1306
A060150,1307
A033230,1308
A006490,1309
A037330,1310
A100030,1311
A023800,1312
A034590,1313
A211050,1928
A216050,1314
A049070,1315
A119610,1316
A129260,1317
A051370,1318
A064290,1319
A189300,1320
A150840,1321
A048530,1322
A023810,1323
A175140,1324
A115310,1325
A039290,1326
A071200,1327
A101930,108
A249420,19
A000230,1328
A013360,1329
A003120,1330
A333430,1331
A068330,1951
A003200,1332
A007110,1333
A007570,1334
A178780,1335
A019540,1818
A081000,1336
A020760,1933
A103590,1337
A094820,1338
A015860,1339
A226320,69
A049550,1340
A254120,1341
A043910,1342
A234920,1973
A289220,1343
A317400,1344
A033240,1842
A049630,1345
A000950,1346
A208140,1347
A040420,1348
A217190,1349
A095700,1350
A122310,1351
A361390,1352
A187420,1353
A225220,48
A159580,1354
A147830,1355
A033100,1899
A079370,1835
A054950,1356
A023440,28
A090470,1357
A287410,1358
A137950,1359
A033320,1997
A204270,1360
A194370,1361
A026040,1362
A126880,1363
A322510,1964
A094970,1364
A089790,1365
A030000,1366
A052670,1367
A271980,1368
A001560,1369
A199820,1370
A038010,1371
A002620,1372
A276730,1373
A080220,1374
A006220,34
A089590,1375
A216080,1376
A229000,1377
A082270,1378
A064800,1379
A044060,1380
A004910,1381
A004700,1382
A001550,1383
A000480,1384
A120030,1385
A034940,1386
A067000,1387
A018470,1388
A002600,1389
A185750,1390
A063160,1391
A001630,1392
A033340,1393
A036930,1394
A044380,1395
A239340,1396
A051980,1993
A072020,1397
A000440,35
A228760,1398
A314130,1399
A013890,1400
A043610,1401
A263860,1834
A303030,1402
A144510,1403
A051160,10
A053050,1404
A119850,1930
A204840,1405
A013870,1406
A071320,1407
A270520,1995
A035000,1408
A018120,1409
A109820,191
A036890,84
A363250,1912
A003780,1410
A007370,1411
A010640,96
A100250,1412
A051630,1413
A272450,1414
A011000,133
A002780,1415
A085660,1416
A094850,172
A004650,1417
A278280,169
A000650,1418
A012600,1419
A066360,1420
A047820,81
A131100,1421
A052300,1422
A094360,1423
A016790,1424
A284620,1425
A035720,1426
A293490,167
A042000,1427
A317530,1949
A050110,1428
A119860,1429
A223310,1430
A109070,1431
A078340,1432
A063080,1433
A307930,1434
A263700,1435
A214370,1436
A221980,1437
A001620,1438
A192250,1439
A029460,1440
A115500,1441
A281820,1442
A089150,1443
A025880,1444
A093320,1445
A093640,44
A073010,1446
A105330,1447
A272110,1448
A039420,1449
A083550,1450
A032500,135
A036030,1451
A064820,1452
A256940,1453
A024880,1454
A042040,1455
A258610,102
A274090,1456
A089010,1457
A220260,1458
A052400,1459
A046070,1460
A047770,1957
A078940,1461
A104540,1462
A027050,1463
A007810,1866
A190650,1464
A123410,1465
A003690,1466
A036690,1467
A049430,1468
A183300,1469
A041960,1470
A089890,1858
A009730,1989
A082660,162
A192820,1471
A044820,1472
A222040,1473
A241710,1883
A005070,1474
A005420,1475
A069110,1476
A355150,1844
A166480,1477
A045970,1871
A196450,1825
A029960,1478
A002020,1479
A003070,1480
A102940,1481
A120110,1482
A138490,136
A021240,1483
A033290,1484
A056360,1485
A282880,1486
A121850,18
A015710,1487
A052330,1488
A322780,1489
A036420,1490
A200130,1491
A031820,1862
A294570,1492
A192400,1493
A284740,1494
A317690,1495
A060280,1496
A015590,1497
A040350,1498
A051780,1499
A115180,1500
A182360,1501
A066310,1502
A016600,1503
A264900,1504
A005740,1505
A096240,1506
A110790,1507
A083790,1980
A045520,38
A036170,1958
A214150,1508
A352770,152
A237880,1509
A139670,1510
A020120,1511
A039490,1512
A054780,1513
A219130,1514
A065130,1515
A134580,1516
A014580,1820
A015890,1517
A006890,1518
A023160,1519
A003240,1520
A011280,1521
A323280,150
A053620,1522
A004100,1845
A009410,1523
A044490,1911
A124560,1524
A007980,1905
A191420,1525
A073640,1526
A066700,1527
A095610,1528
A055490,1529
A064520,1915
A089030,1904
A054450,1530
A078000,1531
A200230,1532
A214420,1533
A051360,1534
A108230,1535
A079970,1962
A199800,23
A105550,1536
A026150,1537
A322180,1538
A117730,1931
A033830,138
A057680,1539
A064760,1540
A246710,1541
A340570,1542
A043220,1543
A277880,1544
A131290,1545
A019180,92
A356860,1875
A062860,1546
A363280,1547
A321550,1548
A091810,1549
A004870,1550
A104480,79
A081150,1551
A084730,1552
A046210,113
A034230,1553
A033540,1554
A214450,1555
A208340,1824
A005690,1556
A177830,1557
A037070,1558
A150900,1559
A037030,1560
A047310,1561
A368770,85
A170790,1562
A049120,1563
A038950,1564
A131760,1565
A140860,1566
A091700,1567
A032800,1877
A318010,3
A036580,1568
A027710,1569
A004720,1570
A068050,1571
A028670,100
A222110,1572
A010820,1573
A016800,1574
A263750,1575
A251970,1576
A001020,127
A087010,1577
A090080,1578
A010770,1579
A119500,1580
A022100,1581
A058430,1582
A009520,1963
A047050,1833
A003670,1936
A189690,1583
A318020,1584
A256630,1585
A234100,1586
A041020,1967
A114630,1587
A290720,1588
A005670,1589
A094940,1590
A007330,1591
A017810,1592
A023900,1593
A103140,1594
A005810,1894
A220100,1595
A334970,1596
A203690,95
A321260,1597
A303360,1598
A053610,1599
A335810,1600
A053160,1889
A041590,1601
A009810,1602
A237820,1603
A023770,64
A300080,1604
A032580,1941
A051380,30
A241820,1605
A319660,1606
A031980,1607
A002230,1608
A057880,1609
A043370,1610
A239890,178
A347740,9
A137400,1611
A147760,1612
A128660,1613
A006140,154
A304840,1614
A087600,1615
A161580,1856
A347770,1616
A163730,1617
A086790,1618
A299030,1619
A067310,1620
A166090,1621
A293480,1622
A039130,1623
A136480,1624
A003380,1625
A101670,1921
A365590,1626
A149980,1627
A013030,1628
A352820,1629
A126700,1630
A106080,1631
A071090,82
A221840,1807
A106190,1632
A000080,1633
A000140,1634
A373200,37
A066130,1635
A004590,1636
A036460,1637
A039340,1638
A005430,1639
A071050,1640
A034950,1641
A010040,1642
A025540,1643
A222980,1644
A010100,1645
A256840,134
A004090,1646
A025550,1647
A002200,1648
A002960,1649
A017890,1650
A000240,1651
A080720,1652
A123890,1653
A015760,1654
A063570,1655
A041460,1656
A006200,1657
A053300,1658
A025770,1659
A023350,1660
A000970,1661
A104700,1662
A017960,1663
A023760,1664
A054040,1665
A161890,173
A024720,1666
A021650,1667
A161390,1668
A053590,1669
A034830,1670
A007280,1671
A032300,1672
A037230,1673
A047810,1674
A123690,165
A003350,1675
A030520,1676
A052600,1677
A011500,1874
A002390,1678
A256150,1679
A092460,1680
A053690,1681
A042700,1682
A008930,1683
A128940,1684
A047080,1685
A009240,1686
A020000,1687
A105630,1688
A069640,1689
A016450,1690
A009180,1691
A114810,1881
A213500,188
A014680,1692
A004710,1693
A004150,1694
A025750,1695
A226440,1696
A042520,1697
A004960,1698
A011700,1699
A078350,1700
A045100,1701
A001750,1702
A018880,1703
A009420,1704
A014130,1705
A024740,1706
A005860,1707
A300720,1814
A002220,1708
A006390,1709
A003300,1710
A007770,1711
A051600,1712
A052690,1713
A130660,57
A002320,1714
A003480,1715
A180640,1716
A005110,1717
A079170,1924
A009460,1718
A054920,1903
A002680,1914
A000880,1850
A088350,1719
A000370,1720
A009830,1721
A272210,1890
A012450,1722
A003530,1723
A195870,1724
A034810,1725
A076610,1726
A059270,1727
A101530,1728
A220180,1872
A143210,1729
A214180,1730
A234340,1731
A084990,1732
A000720,1733
A170030,1734
A086280,1735
A064350,1736
A079430,56
A012330,1737
A319400,1738
A010620,1739
A048410,78
A052260,119
A069960,1740
A004560,1741
A004310,1742
A041440,1808
A039010,1743
A017800,1744
A307950,1745
A011210,1746
A090850,1747
A004020,1748
A005440,1749
A005380,1750
A001500,1751
A011760,1752
A227840,1753
A126560,1754
A001450,1755
A057050,1756
A092300,1757
A093240,1758
A003010,1759
A111110,1760
A008770,1761
A060560,101
A064240,1762
A039610,1831
A002460,1763
A378850,1764
A241590,1765
A006060,1766
A013520,1767
A010690,1768
A126640,1769
A133820,103
A061250,1770
A010660,1771
A000850,1772
A016580,1773
A032560,1774
A004800,1775
A094280,1776
A097870,1777
A298040,1778
A298050,1832
A298020,1779
A298000,33
A093370,1849
A081660,1780
A005870,1781
A353190,1813
A192410,1782
A090710,1783
A205470,1
A115160,1784
A028080,1785
A032860,1786
A200670,1830
A079980,1787
A065510,1788
A215090,1789
A005010,1790
A263920,1791
A243070,1792
A084110,1793
A145020,1794
A024060,1795
A010240,1796
A189980,1797
A000540,1798
A003280,1799
A037440,1800
A238490,1950
