종목코드,순위
A144960,5
A085670,493
A064260,494
A039560,495
A058730,496
A030210,1854
A023590,497
A032190,498
A068240,499
A145210,500
A019680,501
A006370,502
A008060,503
A353200,504
A000490,505
A008830,506
A008110,1825
A004780,507
A005750,508
A017650,509
A006570,510
A007720,511
A317850,512
A290670,513
A078140,514
A001680,515
A084690,516
A036480,517
A128820,518
A117580,519
A027830,1982
A104040,520
A016710,521
A003540,522
A045390,523
A009190,524
A108380,525
A006580,526
A014160,527
A047040,528
A009320,529
A042660,530
A003090,531
A069620,532
A007680,533
A000430,534
A048910,105
A005710,535
A006340,536
A003220,537
A024890,538
A290380,539
A002880,540
A290120,541
A000300,542
A120240,543
A003310,544
A078600,545
A012800,546
A015230,547
A096350,4
A140520,548
A131220,549
A010170,550
A054670,551
A001070,552
A023910,553
A006650,554
A001440,555
A084010,556
A001790,557
A001130,558
A003490,559
A005880,1972
A003830,1845
A016090,560
A069460,561
A067080,562
A298540,563
A118000,564
A192080,565
A299170,566
A012510,567
A213420,568
A317330,39
A077360,32
A004830,569
A090410,1813
A024900,570
A263600,571
A194480,1935
A263800,131
A206560,572
A261200,573
A145720,574
A067990,575
A002150,576
A006620,577
A100130,1835
A005160,578
A075970,579
A001230,1959
A086450,580
A023450,581
A004140,1987
A007590,582
A005960,583
A026960,584
A002210,585
A102260,586
A033500,587
A025950,588
A000640,589
A170900,590
A088130,591
A028100,592
A282690,593
A041930,594
A001520,595
A084670,119
A082640,596
A060380,597
A079960,598
A008970,599
A228340,600
A092780,601
A088910,602
A094170,603
A049770,604
A013120,605
A018500,606
A006040,1921
A014820,607
A163560,608
A109860,609
A032960,610
A004890,611
A002690,612
A005290,613
A025900,1872
A000020,614
A000150,615
A241560,20
A034020,616
A131970,617
A336260,618
A016740,145
A030350,1834
A203650,619
A223250,620
A060570,621
A192650,622
A217620,623
A187870,624
A066670,625
A024090,626
A003160,627
A092200,628
A110990,1
A078590,629
A263690,1849
A214680,148
A263720,630
A109740,1958
A196490,631
A066900,632
A127120,633
A092070,634
A039840,635
A013570,636
A219550,637
A210540,638
A104460,1998
A079810,639
A113810,640
A197140,641
A068930,1819
A033130,642
A105740,643
A263020,644
A290550,645
A187220,646
A317120,647
A042510,648
A232680,649
A300120,650
A171120,175
A069540,133
A347700,651
A214260,652
A115390,653
A200350,654
A171010,655
A084650,656
A217500,657
A141080,658
A038390,1802
A294140,659
A228670,660
A228850,661
A281740,90
A277810,662
A215100,663
A090360,664
A108490,665
A071280,1816
A032350,666
A000400,667
A023530,668
A020150,669
A280360,1848
A004000,670
A286940,671
A004990,672
A005300,673
A011170,674
A071840,1863
A038060,675
A085370,200
A060240,676
A058470,677
A019570,93
A016100,678
A012700,679
A302550,680
A277070,681
A042500,682
A219420,683
A027740,684
A195500,685
A305090,686
A098120,687
A038290,688
A001080,689
A267980,690
A005990,691
A093520,107
A100590,1869
A067280,692
A072870,693
A215200,140
A133750,694
A235980,695
A041920,696
A054180,697
A086900,698
A078160,699
A065650,164
A138040,700
A021880,701
A140410,14
A241770,702
A090370,1946
A059210,87
A058110,703
A096640,704
A017180,705
A257370,706
A009900,707
A012690,1973
A005360,708
A080420,709
A080160,710
A087260,711
A101330,712
A012860,713
A363260,1891
A348030,714
A250060,49
A033200,1859
A009680,715
A118990,716
A009580,717
A001810,718
A009200,719
A033920,61
A008420,720
A279600,721
A095500,722
A025560,723
A218150,724
A007120,725
A100790,726
A085620,64
A006800,727
A049950,122
A207760,1820
A002840,728
A268280,729
A107590,730
A134380,731
A003650,34
A059090,732
A214610,1839
A201490,733
A206640,734
A018700,1955
A035620,735
A053030,736
A301300,737
A064550,738
A314930,118
A086820,739
A038460,740
A086040,741
A032980,169
A043150,742
A323990,743
A003610,744
A267790,745
A001340,746
A046310,747
A035150,748
A331520,749
A066410,750
A002410,751
A206400,752
A019010,753
A177350,754
A007210,755
A225530,756
A250000,757
A002760,758
A003850,759
A006910,760
A000890,761
A226340,762
A003000,763
A001270,764
A026940,765
A014470,766
A011390,767
A338220,83
A100120,768
A337930,769
A064480,770
A288330,1862
A251630,42
A018290,86
A033560,771
A369370,1857
A126340,772
A121800,773
A082800,774
A318410,16
A100220,775
A200780,776
A141000,777
A090460,778
A083650,779
A142760,1908
A065170,780
A086670,781
A335890,782
A138580,783
A082920,117
A042370,784
A307870,785
A032850,786
A238200,787
A093190,1847
A065450,788
A005180,143
A143240,789
A003960,790
A008040,791
A007160,1989
A014710,792
A006090,793
A122350,1947
A014970,1936
A018310,794
A053700,795
A009620,796
A023600,1805
A001470,123
A006400,797
A006660,798
A028260,799
A207940,800
A032830,801
A018260,802
A028050,803
A009150,36
A005930,134
A001360,804
A010140,805
A016360,81
A068290,1808
A029780,806
A000810,807
A006110,113
A009300,808
A145990,809
A003230,1977
A225190,810
A002170,811
A272550,1821
A000070,812
A003720,149
A002810,813
A054540,814
A005680,815
A023000,816
A004380,817
A002450,818
A002290,819
A004440,1892
A000520,820
A009770,174
A037460,821
A032750,822
A054090,823
A005500,824
A000250,825
A004690,1911
A024950,826
A038500,827
A017480,828
A010960,829
A046390,830
A004450,831
A009470,832
A011230,833
A001820,834
A000390,835
A027580,836
A038540,31
A001290,837
A041650,152
A091580,838
A263810,33
A089980,839
A042940,840
A042600,841
A075180,1882
A252990,842
A007540,843
A248170,844
A294630,845
A038070,846
A006730,847
A100660,848
A007860,849
A200880,850
A019770,851
A017390,852
A092190,853
A046890,854
A004410,855
A063170,856
A018680,857
A021050,858
A093920,859
A189860,860
A178320,861
A122690,862
A140070,19
A011370,863
A065710,864
A008490,1807
A035890,104
A357550,865
A003100,2000
A007610,866
A067370,867
A171090,868
A136490,869
A086710,870
A014620,871
A037350,872
A014910,873
A003080,874
A004980,875
A011300,129
A081580,876
A045300,877
A015750,878
A000180,879
A080470,880
A043260,881
A148150,21
A340440,882
A017510,883
A004360,1990
A004490,884
A011560,885
A001430,170
A306200,886
A003030,887
A019440,888
A058650,889
A100700,890
A024830,891
A091090,892
A021820,893
A067830,894
A033530,895
A258830,896
A036630,1910
A039310,897
A075580,898
A053450,171
A222810,899
A027970,900
A252500,1978
A049180,901
A299660,902
A268600,1981
A108860,1832
A208370,903
A068270,904
A068760,905
A091990,906
A060230,907
A290690,26
A032680,908
A066910,909
A336370,910
A248070,911
A035610,912
A357780,913
A036830,914
A304100,915
A004430,1883
A086980,916
A050960,917
A017550,918
A084180,919
A253840,1889
A236200,920
A317770,25
A094840,921
A192440,922
A136510,923
A099440,193
A053210,1965
A159910,924
A253450,925
A026890,926
A013810,927
A049830,1920
A020710,928
A033170,76
A048870,1873
A025320,929
A134790,1954
A269620,930
A131090,1886
A139050,931
A016590,932
A290520,933
A029530,934
A004970,1991
A001000,935
A215600,936
A065350,937
A011930,938
A005390,1984
A004170,939
A035510,940
A034300,1809
A031430,941
A031440,1828
A006880,942
A002800,943
A005800,944
A001720,945
A009270,946
A017000,947
A002700,948
A012790,949
A138070,950
A226330,951
A019170,952
A055550,953
A056700,954
A187270,955
A004080,956
A243840,957
A222800,958
A036710,959
A160980,188
A356890,960
A217330,961
A102280,962
A003410,963
A010280,964
A004770,965
A208640,966
A222420,967
A037760,1909
A099320,968
A015540,969
A049960,970
A050890,971
A222080,1941
A004920,176
A352480,972
A264660,973
A352700,974
A297090,975
A112610,976
A359090,79
A115480,977
A189330,978
A096530,979
A101240,980
A060590,981
A308170,982
A260930,983
A013990,984
A123860,985
A025980,986
A008700,987
A125210,988
A002790,989
A090430,990
A052710,1841
A074430,991
A092040,992
A083930,190
A149950,993
A036010,994
A002030,995
A183190,996
A002310,1885
A050860,997
A012170,998
A246720,47
A067390,1986
A127710,999
A267850,1000
A020560,1903
A143160,1001
A054800,1002
A332370,1003
A122900,1004
A339950,1005
A099190,156
A289010,1006
A214430,1007
A040910,1008
A052860,1009
A010780,1010
A069920,1011
A038880,1012
A307180,1013
A101390,1014
A090150,1015
A123010,1016
A031310,1017
A185490,1018
A059100,1019
A262840,1020
A175250,1021
A052460,94
A119830,1022
A124500,1023
A084850,1817
A027360,1024
A013310,116
A059120,1025
A158430,1964
A067160,1983
A001540,1026
A053800,1027
A065660,10
A297570,1028
A001780,1029
A260660,1030
A215790,1031
A131370,1032
A140670,1033
A096610,28
A061040,1034
A148250,1035
A347860,1036
A196170,1037
A123750,1038
A085810,1039
A291650,1040
A293780,1041
A018250,184
A161000,163
A196300,1042
A310200,1043
A205500,1994
A052790,1044
A290740,1045
A238090,1930
A129890,1046
A174900,197
A255440,1047
A030960,1865
A073570,1048
A102120,1049
A263540,1050
A238120,1051
A019990,1052
A270660,1053
A038680,1054
A097780,1055
A042110,1944
A298060,1056
A260970,1057
A101490,1058
A095910,1059
A031330,158
A060540,1060
A351320,1061
A056190,1062
A080000,1063
A005850,1064
A041510,1065
A010580,1066
A007820,1067
A109610,1068
A012750,1069
A306040,1070
A096630,1071
A069510,1072
A041910,1073
A234300,1074
A039440,1075
A052020,1076
A237690,1077
A288620,1842
A317830,50
A058610,139
A043340,1960
A023960,1988
A298690,1932
A200710,1078
A096690,1079
A078520,1080
A298380,1081
A203400,1082
A195990,1083
A003800,1084
A088800,1085
A241840,1086
A312610,1087
A015260,1927
A072990,1949
A227100,11
A239610,1088
A357230,1089
A071670,1090
A045660,1091
A224110,168
A230980,1092
A021080,1995
A200470,1093
A262260,112
A007460,1094
A109960,1095
A003060,56
A244920,1096
A089970,1097
A230240,1098
A230360,1812
A038870,1099
A101360,144
A128540,1100
A086520,1101
A247540,1102
A383310,1103
A038110,1104
A064850,1804
A036810,37
A173940,1105
A083500,1106
A043090,1895
A205100,1107
A092870,1108
A317870,1109
A067570,1110
A236810,1111
A333620,24
A036570,1112
A031860,1113
A265740,1114
A354200,1867
A183490,1115
A085310,1116
A182400,1117
A069410,1118
A227950,1119
A291230,1120
A290650,3
A066970,137
A156100,1121
A073110,1122
A083310,1123
A037950,1124
A170920,1125
A058630,1126
A058970,1127
A019590,1128
A169330,1129
A097520,1130
A179290,1870
A009780,1131
A123040,1132
A032790,1133
A033160,1134
A347890,1135
A033310,1136
A259630,1137
A115960,160
A060850,1900
A014440,1138
A143540,1139
A111770,1140
A009970,1141
A003520,1142
A000670,1143
A036560,1144
A006740,1145
A012280,1146
A265560,1147
A012160,1148
A036000,1149
A053280,1829
A015360,115
A122640,63
A045060,1150
A080520,111
A007310,1151
A039830,1996
A322310,1152
A046120,1153
A014940,1154
A002630,192
A271560,1155
A001800,1156
A010470,1157
A053980,1158
A052420,1159
A241790,95
A039200,1160
A226400,1161
A031510,1162
A048260,1163
A138080,1164
A080580,1165
A067170,1166
A173130,177
A049480,1167
A309930,1168
A244460,1169
A226950,1170
A057540,1171
A131030,1967
A082210,1172
A109080,1173
A153710,1174
A122990,1175
A232140,9
A065530,1176
A067900,1177
A007530,125
A155650,1178
A251370,1179
A193250,1815
A273060,1180
A019210,1181
A122870,1182
A011690,1183
A332570,1184
A070960,1185
A316140,1186
A032820,1187
A041190,1844
A115440,1188
A082850,1189
A215360,1190
A072470,1191
A073560,1192
A153490,1193
A010050,1943
A101170,1194
A006980,1195
A066590,1196
A017370,62
A103840,132
A046940,1197
A065680,1198
A105840,1199
A018620,1200
A049800,1881
A016880,1201
A095720,1202
A005820,1203
A307280,98
A053080,1204
A032940,1205
A240810,1206
A074600,1207
A104830,1208
A014190,1209
A217820,1210
A030530,153
A336570,1211
A008370,1212
A101160,1213
A064090,1214
A336060,135
A095270,1215
A010600,1216
A065950,1217
A076080,1218
A043590,1219
A069080,1220
A053580,1221
A071460,1222
A044340,1223
A330350,1224
A348350,1225
A112040,1226
A101730,1970
A123420,1227
A065370,1228
A038620,1229
A299900,1230
A036090,161
A136540,1231
A320000,1232
A097800,150
A313760,1233
A033270,1234
A014830,1235
A036200,1236
A018000,1237
A000910,1238
A047400,85
A203450,1239
A011330,1240
A077500,1241
A011320,1242
A086390,68
A241690,1243
A142210,1244
A048430,1245
A206650,1246
A089850,1929
A032620,199
A264450,1247
A078070,1248
A002920,1249
A024800,1993
A000700,1250
A054930,1251
A049520,1252
A003470,1253
A263770,1254
A072130,1255
A000220,1256
A340930,1257
A023410,1258
A056080,1259
A084370,1260
A001200,1261
A179900,1262
A263050,1263
A000100,1264
A003460,1265
A008730,1266
A072770,180
A008250,1267
A039020,1957
A025820,1268
A067920,1898
A044960,1269
A302430,1270
A214320,1966
A056090,1271
A073490,1272
A246960,1922
A088390,1273
A272290,1274
A053350,1275
A041520,1276
A264850,1277
A054210,1278
A164060,1279
A065440,1280
A139480,1879
A115610,1281
A078020,1282
A131400,128
A351330,1283
A080010,1284
A086890,1285
A007660,1286
A005950,1287
A047560,80
A093230,1288
A102710,1289
A066980,1290
A074610,1291
A123570,1951
A083470,1292
A095190,1961
A091120,1293
A102460,1294
A039030,173
A294090,1295
A088290,1296
A084680,1297
A181340,1298
A353810,1830
A099750,1299
A035810,1300
A160600,1301
A092130,1302
A096040,1303
A001840,1304
A000760,1305
A024810,1306
A014990,1307
A041830,1308
A352940,1309
A101140,1310
A277410,1311
A060150,1312
A033230,1313
A006490,1314
A037330,1315
A100030,1316
A023800,1317
A034590,1875
A211050,78
A216050,1318
A049070,1319
A119610,73
A129260,1320
A051370,1321
A064290,1322
A189300,1323
A150840,1324
A048530,1325
A023810,1326
A175140,1327
A115310,1328
A039290,1329
A071200,1330
A101930,1331
A249420,1851
A000230,1868
A013360,1332
A003120,1333
A333430,1334
A068330,110
A003200,1335
A007110,1336
A007570,1337
A178780,1338
A019540,1339
A081000,1340
A020760,88
A103590,1341
A094820,1342
A015860,1343
A226320,1836
A049550,1344
A254120,191
A043910,1345
A234920,1346
A289220,1347
A317400,1348
A033240,1349
A049630,1350
A000950,1351
A208140,1352
A040420,1353
A217190,1354
A095700,1933
A122310,1355
A361390,1356
A187420,1357
A225220,1358
A159580,1858
A147830,1359
A033100,1360
A079370,58
A054950,1361
A023440,1827
A090470,1362
A287410,1363
A137950,1364
A033320,100
A204270,1365
A194370,1366
A026040,1953
A126880,1367
A322510,142
A094970,1368
A089790,1369
A030000,1370
A052670,1371
A271980,1372
A001560,1373
A199820,1374
A038010,1375
A002620,1376
A276730,1377
A080220,1378
A006220,1919
A089590,1878
A216080,1379
A229000,1380
A082270,92
A064800,1381
A044060,1382
A004910,1937
A004700,1383
A001550,1384
A000480,1385
A120030,1386
A034940,1387
A067000,1897
A018470,181
A002600,1388
A185750,1389
A063160,1390
A001630,1956
A033340,1391
A036930,1392
A044380,1393
A239340,1394
A051980,1395
A072020,1396
A000440,1397
A228760,1398
A314130,1399
A013890,1400
A043610,1401
A263860,97
A303030,1402
A144510,1403
A051160,1846
A053050,1404
A119850,51
A204840,1405
A013870,1406
A071320,1968
A270520,127
A035000,1407
A018120,1408
A109820,1840
A036890,1409
A363250,1410
A003780,1411
A007370,1412
A010640,1950
A100250,1413
A051630,1414
A272450,1415
A011000,1906
A002780,1416
A085660,1417
A094850,1985
A004650,1418
A278280,1419
A000650,1420
A012600,1421
A066360,1422
A047820,1423
A131100,1424
A052300,1425
A094360,77
A016790,1426
A284620,1905
A035720,1427
A293490,1428
A042000,1429
A317530,1430
A050110,1431
A119860,1432
A223310,1433
A109070,1434
A078340,1435
A063080,1436
A307930,1437
A263700,1438
A214370,1439
A221980,1440
A001620,1818
A192250,1441
A029460,1442
A115500,1443
A281820,121
A089150,1444
A025880,1445
A093320,1446
A093640,1447
A073010,1448
A105330,1449
A272110,1450
A039420,1451
A083550,1452
A032500,1888
A036030,1453
A064820,1454
A256940,1455
A024880,1456
A042040,1457
A258610,1458
A274090,1459
A089010,1460
A220260,1461
A052400,1462
A046070,1463
A047770,46
A078940,1464
A104540,1465
A027050,1466
A007810,1467
A190650,1468
A123410,1469
A003690,1470
A036690,1471
A049430,1472
A183300,1473
A041960,1474
A089890,1475
A009730,59
A082660,1476
A192820,1477
A044820,1478
A222040,65
A241710,1479
A005070,1480
A005420,1481
A069110,1482
A355150,157
A166480,1483
A045970,1484
A196450,1485
A029960,44
A002020,1486
A003070,1487
A102940,1916
A120110,1488
A138490,1489
A021240,1850
A033290,1490
A056360,1491
A282880,1492
A121850,1493
A015710,1494
A052330,1495
A322780,1496
A036420,1497
A200130,1498
A031820,60
A294570,1499
A192400,1893
A284740,1861
A317690,1902
A060280,1500
A015590,1501
A040350,1502
A051780,1503
A115180,1504
A182360,1505
A066310,1506
A016600,1507
A264900,1508
A005740,1509
A096240,1510
A110790,1511
A083790,13
A045520,1512
A036170,1513
A214150,103
A352770,1514
A237880,1515
A139670,1516
A020120,1517
A039490,1518
A054780,1519
A219130,1520
A065130,1521
A134580,1522
A014580,1523
A015890,1524
A006890,1525
A023160,1526
A003240,1527
A011280,1528
A323280,1529
A053620,1530
A004100,1531
A009410,1923
A044490,130
A124560,1532
A007980,196
A191420,1533
A073640,1534
A066700,1535
A095610,1536
A055490,1975
A064520,124
A089030,71
A054450,1537
A078000,1538
A200230,1539
A214420,1540
A051360,1541
A108230,1542
A079970,15
A199800,1992
A105550,1543
A026150,1544
A322180,1545
A117730,23
A033830,1546
A057680,1547
A064760,1548
A246710,1549
A340570,18
A043220,1550
A277880,1551
A131290,1552
A019180,1553
A356860,1554
A062860,1555
A363280,1926
A321550,1556
A091810,1557
A004870,1558
A104480,1884
A081150,1866
A084730,1559
A046210,1560
A034230,1561
A033540,1562
A214450,27
A208340,109
A005690,1563
A177830,1564
A037070,1565
A150900,1814
A037030,1566
A047310,1567
A368770,1568
A170790,1569
A049120,1570
A038950,1571
A131760,1572
A140860,183
A091700,1573
A032800,1574
A318010,1575
A036580,1576
A027710,1577
A004720,1578
A068050,1579
A028670,1894
A222110,1580
A010820,1581
A016800,1582
A263750,1583
A251970,198
A001020,1584
A087010,1585
A090080,178
A010770,1586
A119500,1587
A022100,1588
A058430,1924
A009520,1589
A047050,74
A003670,172
A189690,1590
A318020,1591
A256630,1592
A234100,1593
A041020,1594
A114630,1595
A290720,1596
A005670,1597
A094940,1598
A007330,1599
A017810,96
A023900,1600
A103140,12
A005810,106
A220100,1601
A334970,1602
A203690,1603
A321260,1604
A303360,1605
A053610,1606
A335810,1607
A053160,1608
A041590,1609
A009810,1610
A237820,1611
A023770,1612
A300080,1613
A032580,120
A051380,1614
A241820,1615
A319660,1616
A031980,1617
A002230,1618
A057880,1619
A043370,1620
A239890,1621
A347740,1838
A137400,69
A147760,1622
A128660,1623
A006140,1624
A304840,1625
A087600,1626
A161580,1627
A347770,1628
A163730,1629
A086790,1880
A299030,1630
A067310,1631
A166090,72
A293480,1632
A039130,1633
A136480,1634
A003380,1635
A101670,1636
A365590,1637
A149980,1638
A013030,1639
A352820,1640
A126700,1641
A106080,1642
A071090,1643
A221840,1644
A106190,1645
A000080,1646
A000140,1823
A373200,1647
A066130,1648
A004590,1649
A036460,1650
A039340,1962
A005430,1651
A071050,1652
A034950,1653
A010040,1654
A025540,1655
A222980,1656
A010100,8
A256840,1657
A004090,1658
A025550,1659
A002200,1803
A002960,1855
A017890,1660
A000240,1661
A080720,1662
A123890,162
A015760,52
A063570,1663
A041460,1843
A006200,1664
A053300,1665
A025770,1666
A023350,1667
A000970,159
A104700,1668
A017960,1669
A023760,1670
A054040,1671
A161890,1672
A024720,1801
A021650,1673
A161390,1674
A053590,1675
A034830,1676
A007280,1677
A032300,1969
A037230,1678
A047810,1679
A123690,1913
A003350,1680
A030520,1681
A052600,1682
A011500,1683
A002390,1684
A256150,1685
A092460,195
A053690,1686
A042700,17
A008930,1687
A128940,1688
A047080,1811
A009240,1689
A020000,1690
A105630,1691
A069640,1692
A016450,1693
A009180,1694
A114810,151
A213500,1822
A014680,1695
A004710,1696
A004150,1852
A025750,1697
A226440,1698
A042520,1699
A004960,1700
A011700,1856
A078350,1701
A045100,1702
A001750,1703
A018880,1704
A009420,1705
A014130,1706
A024740,1707
A005860,1708
A300720,1709
A002220,1710
A006390,1711
A003300,89
A007770,1712
A051600,1713
A052690,1714
A130660,1715
A002320,1716
A003480,1717
A180640,1718
A005110,1719
A079170,7
A009460,1720
A054920,67
A002680,1721
A000880,91
A088350,1722
A000370,1723
A009830,1724
A272210,1725
A012450,1726
A003530,1727
A195870,1728
A034810,1729
A076610,1730
A059270,1731
A101530,1732
A220180,1733
A143210,1734
A214180,1735
A234340,1904
A084990,1736
A000720,1737
A170030,1738
A086280,1739
A064350,1740
A079430,1979
A012330,1741
A319400,1742
A010620,1826
A048410,1806
A052260,1743
A069960,1890
A004560,1744
A004310,1745
A041440,179
A039010,1746
A017800,1747
A307950,1748
A011210,1749
A090850,136
A004020,1750
A005440,1833
A005380,1751
A001500,1752
A011760,1753
A227840,1754
A126560,1755
A001450,1756
A057050,1757
A092300,1758
A093240,1759
A003010,1760
A111110,1761
A008770,1762
A060560,1876
A064240,1763
A039610,1764
A002460,1765
A378850,1766
A241590,1767
A006060,1768
A013520,1769
A010690,48
A126640,1770
A133820,1771
A061250,1772
A010660,1773
A000850,66
A016580,1887
A032560,1774
A004800,1775
A094280,1837
A097870,1776
A298040,1777
A298050,1778
A298020,1779
A298000,1952
A093370,1780
A081660,1781
A005870,1782
A353190,185
A192410,1783
A090710,1938
A205470,1784
A115160,1785
A028080,1786
A032860,1787
A200670,1788
A079980,1789
A065510,141
A215090,1790
A005010,1791
A263920,1792
A243070,114
A084110,1793
A145020,1794
A024060,1795
A010240,1796
A189980,1797
A000540,1798
A003280,1799
A037440,1800
A238490,154
