종목코드,순위
A008420,716
A279600,717
A095500,156
A025560,117
A218150,718
A007120,719
A100790,720
A085620,721
A006800,722
A049950,71
A207760,723
A002840,724
A268280,725
A107590,726
A134380,727
A003650,77
A059090,728
A214610,729
A201490,1809
A206640,730
A018700,1910
A035620,731
A053030,732
A301300,1991
A064550,733
A314930,149
A086820,734
A038460,735
A086040,736
A032980,103
A043150,737
A323990,738
A003610,739
A267790,740
A001340,741
A046310,742
A035150,743
A331520,744
A066410,745
A002410,746
A206400,1839
A019010,747
A177350,748
A007210,1847
A225530,749
A250000,750
A002760,751
A003850,752
A006910,753
A000890,754
A226340,755
A003000,756
A001270,757
A026940,758
A014470,759
A011390,760
A338220,79
A100120,761
A337930,762
A064480,1970
A288330,1899
A251630,763
A018290,95
A033560,764
A369370,765
A126340,766
A121800,767
A082800,768
A318410,112
A100220,1891
A200780,769
A141000,770
A090460,771
A083650,772
A142760,773
A065170,774
A086670,775
A335890,776
A138580,777
A082920,11
A042370,778
A307870,779
A032850,780
A238200,781
A093190,782
A065450,783
A005180,784
A143240,785
A003960,786
A008040,787
A007160,788
A014710,789
A006090,790
A122350,1837
A014970,1868
A018310,791
A053700,1854
A009620,792
A023600,793
A001470,137
A006400,794
A006660,151
A028260,795
A207940,796
A032830,797
A018260,798
A028050,799
A009150,60
A005930,56
A001360,69
A010140,188
A016360,183
A068290,800
A029780,801
A000810,802
A006110,131
A009300,803
A145990,804
A003230,805
A225190,806
A002170,807
A272550,1879
A000070,808
A003720,114
A002810,809
A054540,810
A005680,811
A023000,812
A004380,813
A002450,814
A002290,815
A004440,1988
A000520,816
A009770,138
A037460,817
A032750,818
A054090,819
A005500,820
A000250,821
A004690,1956
A024950,822
A038500,823
A017480,824
A010960,825
A046390,826
A004450,827
A009470,178
A011230,197
A001820,182
A000390,828
A027580,829
A038540,830
A001290,831
A041650,832
A091580,833
A263810,834
A089980,835
A042940,836
A042600,19
A075180,1912
A252990,837
A007540,838
A248170,839
A294630,840
A038070,841
A006730,842
A100660,843
A007860,844
A200880,845
A019770,846
A017390,847
A092190,848
A046890,849
A004410,850
A063170,851
A018680,51
A021050,39
A093920,852
A189860,853
A178320,854
A122690,72
A140070,27
A011370,855
A065710,856
A008490,1823
A035890,857
A357550,858
A003100,1848
A007610,859
A067370,860
A171090,861
A136490,862
A086710,863
A014620,864
A037350,865
A014910,866
A003080,867
A004980,868
A011300,869
A081580,870
A045300,871
A015750,872
A000180,873
A080470,874
A043260,49
A148150,22
A340440,875
A017510,876
A004360,1992
A004490,877
A011560,878
A001430,879
A306200,880
A003030,881
A019440,882
A058650,883
A100700,884
A024830,885
A091090,886
A021820,887
A067830,888
A033530,889
A258830,890
A036630,891
A039310,892
A075580,893
A053450,21
A222810,894
A027970,895
A252500,896
A049180,897
A299660,898
A268600,899
A108860,1934
A208370,900
A068270,901
A068760,902
A091990,903
A060230,904
A290690,30
A032680,905
A066910,906
A336370,907
A248070,908
A035610,909
A357780,910
A036830,911
A304100,912
A004430,1917
A086980,913
A050960,914
A017550,915
A084180,916
A253840,1930
A236200,917
A317770,2
A094840,918
A192440,919
A136510,920
A099440,155
A053210,1846
A159910,1975
A253450,921
A026890,922
A013810,923
A049830,924
A020710,1896
A033170,97
A048870,925
A025320,926
A134790,927
A269620,928
A131090,929
A139050,930
A016590,931
A290520,932
A029530,172
A004970,933
A001000,934
A215600,935
A065350,936
A011930,937
A005390,938
A004170,939
A035510,940
A034300,941
A031430,942
A031440,1869
A006880,943
A002800,944
A005800,945
A001720,946
A009270,1959
A017000,947
A002700,948
A012790,949
A138070,950
A226330,951
A019170,952
A055550,953
A056700,954
A187270,955
A004080,956
A243840,957
A222800,958
A036710,959
A160980,960
A356890,961
A217330,962
A102280,963
A003410,964
A010280,965
A004770,966
A208640,1933
A222420,160
A037760,1878
A099320,967
A015540,968
A049960,969
A050890,970
A222080,1835
A004920,971
A352480,82
A264660,972
A352700,973
A297090,974
A112610,975
A359090,976
A115480,977
A189330,978
A096530,979
A101240,68
A060590,980
A308170,981
A260930,982
A013990,983
A123860,984
A025980,985
A008700,986
A125210,987
A002790,988
A090430,989
A052710,990
A074430,991
A092040,992
A083930,993
A149950,994
A036010,193
A002030,995
A183190,1867
A002310,996
A050860,997
A012170,998
A246720,73
A067390,999
A127710,1000
A267850,1947
A020560,1001
A143160,1002
A054800,1003
A332370,1004
A122900,1005
A339950,1006
A099190,1007
A289010,1008
A214430,96
A040910,1009
A052860,1010
A010780,1011
A069920,1012
A038880,1013
A307180,1014
A101390,1015
A090150,1016
A123010,1017
A031310,1905
A185490,1944
A059100,1018
A262840,1019
A175250,1020
A052460,98
A119830,1021
A124500,1022
A084850,1875
A027360,1023
A013310,1024
A059120,1025
A158430,1999
A067160,1026
A001540,1027
A053800,1028
A065660,93
A297570,1029
A001780,1030
A260660,1031
A215790,1032
A131370,1033
A140670,1034
A096610,136
A061040,1035
A148250,1036
A347860,1037
A196170,104
A123750,1038
A085810,1039
A291650,1040
A293780,126
A018250,1807
A161000,1041
A196300,1042
A310200,1043
A205500,1044
A052790,1045
A290740,1046
A238090,1047
A129890,1916
A174900,107
A255440,1048
A030960,1957
A073570,1049
A102120,1050
A263540,1051
A238120,1052
A019990,1806
A270660,1053
A038680,1054
A097780,1860
A042110,1966
A298060,1055
A260970,1056
A101490,1057
A095910,1058
A031330,6
A060540,1059
A351320,1060
A056190,1061
A080000,147
A005850,1062
A041510,1063
A010580,1064
A007820,1065
A109610,1066
A012750,1067
A306040,1068
A096630,1069
A069510,1070
A041910,1071
A234300,1072
A039440,1073
A052020,1074
A237690,1075
A288620,1076
A317830,24
A058610,40
A043340,1993
A023960,1077
A298690,1950
A200710,1078
A096690,1079
A078520,1080
A298380,1081
A203400,1082
A195990,1083
A003800,1084
A088800,1085
A241840,1915
A312610,1086
A015260,1087
A072990,1877
A227100,1088
A239610,1089
A357230,1090
A071670,1091
A045660,1092
A224110,1093
A230980,1094
A021080,1935
A200470,1095
A262260,1096
A007460,1961
A109960,186
A003060,1097
A244920,1840
A089970,87
A230240,1098
A230360,1099
A038870,120
A101360,1100
A128540,1101
A086520,1102
A247540,1103
A383310,1104
A038110,1105
A064850,1106
A036810,174
A173940,1107
A083500,1108
A043090,1109
A205100,1110
A092870,1111
A317870,1112
A067570,1113
A236810,1114
A333620,1115
A036570,1116
A031860,1836
A265740,1117
A354200,1998
A183490,1118
A085310,1119
A182400,1120
A069410,1121
A227950,1122
A291230,1123
A290650,1124
A066970,1125
A156100,1940
A073110,1126
A083310,1127
A037950,1128
A170920,1129
A058630,1130
A058970,1131
A019590,1132
A169330,1133
A097520,1134
A179290,1135
A009780,1136
A123040,1137
A032790,1138
A033160,1139
A347890,1140
A033310,1141
A259630,1142
A115960,1143
A060850,1144
A014440,1145
A143540,1146
A111770,1147
A009970,1148
A003520,1149
A000670,1150
A036560,1151
A006740,1152
A012280,1153
A265560,1154
A012160,1155
A036000,1156
A053280,1157
A015360,130
A122640,1158
A045060,1159
A080520,1160
A007310,1161
A039830,1162
A322310,1163
A046120,1164
A014940,1165
A002630,1166
A271560,194
A001800,1167
A010470,1168
A053980,1169
A052420,1170
A241790,1171
A039200,1172
A226400,1173
A031510,1174
A048260,1175
A138080,1176
A080580,1865
A067170,1177
A173130,115
A049480,1178
A309930,1179
A244460,1921
A226950,1180
A057540,1181
A131030,1182
A082210,1968
A109080,1183
A153710,1184
A122990,1185
A232140,36
A065530,1908
A067900,1186
A007530,1187
A155650,1188
A251370,1189
A193250,1981
A273060,1190
A019210,1191
A122870,1192
A011690,144
A332570,1193
A070960,1815
A316140,1194
A032820,1195
A041190,1960
A115440,1196
A082850,1197
A215360,1198
A072470,1199
A073560,1200
A153490,199
A010050,1890
A101170,1201
A006980,1202
A066590,88
A017370,1203
A103840,34
A046940,1884
A065680,1204
A105840,1205
A018620,1206
A049800,1207
A016880,1208
A095720,1209
A005820,1210
A307280,1211
A053080,1212
A032940,1213
A240810,66
A074600,1214
A104830,1215
A014190,1216
A217820,110
A030530,1217
A336570,1218
A008370,1219
A101160,180
A064090,1220
A336060,1221
A095270,48
A010600,1222
A065950,1223
A076080,1224
A043590,1225
A069080,1226
A053580,1907
A071460,1227
A044340,1228
A330350,1229
A348350,1230
A112040,1231
A101730,1232
A123420,1994
A065370,1233
A038620,1234
A299900,1984
A036090,1235
A136540,1236
A320000,1237
A097800,157
A313760,1238
A033270,1239
A014830,1240
A036200,1241
A018000,1861
A000910,1242
A047400,1243
A203450,1244
A011330,1245
A077500,1246
A011320,1247
A086390,1248
A241690,133
A142210,1249
A048430,145
A206650,1250
A089850,1904
A032620,1251
A264450,1955
A078070,1802
A002920,1252
A024800,1253
A000700,1254
A054930,1255
A049520,192
A003470,1256
A263770,1257
A072130,1258
A000220,1259
A340930,1260
A023410,1261
A056080,1262
A084370,1263
A001200,125
A179900,1264
A263050,1882
A000100,140
A003460,1265
A008730,1266
A072770,1267
A008250,1268
A039020,1977
A025820,1269
A067920,1270
A044960,1271
A302430,1272
A214320,1929
A056090,1273
A073490,1274
A246960,1275
A088390,105
A272290,1276
A053350,1277
A041520,1278
A264850,1279
A054210,1280
A164060,1281
A065440,1282
A139480,1871
A115610,1283
A078020,1284
A131400,28
A351330,1285
A080010,1286
A086890,1287
A007660,189
A005950,1288
A047560,123
A093230,1289
A102710,1290
A066980,1291
A074610,76
A123570,1943
A083470,1292
A095190,1810
A091120,1293
A102460,1294
A039030,102
A294090,1295
A088290,1296
A084680,1297
A181340,1298
A353810,1299
A099750,1300
A035810,45
A160600,1301
A092130,1302
A096040,1303
A001840,1304
A000760,1305
A024810,1306
A014990,1307
A041830,1308
A352940,1309
A101140,1310
A277410,1311
A060150,1312
A033230,1313
A006490,1314
A037330,1315
A100030,1316
A023800,1317
A034590,1939
A211050,44
A216050,1318
A049070,1319
A119610,10
A129260,1822
A051370,1320
A064290,1321
A189300,1322
A150840,1323
A048530,1843
A023810,1324
A175140,1325
A115310,1326
A039290,1327
A071200,1328
A101930,1883
A249420,1926
A000230,1329
A013360,1859
A003120,1330
A333430,1331
A068330,18
A003200,1895
A007110,121
A007570,1974
A178780,1332
A019540,1333
A081000,1334
A020760,1335
A103590,1336
A094820,1337
A015860,1338
A226320,1888
A049550,1339
A254120,1340
A043910,1341
A234920,1342
A289220,1343
A317400,1344
A033240,113
A049630,1345
A000950,1973
A208140,1346
A040420,1347
A217190,1348
A095700,1349
A122310,1350
A361390,1351
A187420,1352
A225220,1353
A159580,1354
A147830,1355
A033100,65
A079370,1356
A054950,1357
A023440,1358
A090470,1359
A287410,1360
A137950,1361
A033320,9
A204270,1362
A194370,1363
A026040,1364
A126880,1365
A322510,84
A094970,1366
A089790,1367
A030000,1880
A052670,1368
A271980,1369
A001560,1370
A199820,1371
A038010,1372
A002620,1373
A276730,1374
A080220,1375
A006220,1876
A089590,1376
A216080,1377
A229000,1378
A082270,109
A064800,1379
A044060,1380
A004910,1946
A004700,1381
A001550,1382
A000480,1996
A120030,1383
A034940,1384
A067000,1385
A018470,1386
A002600,1387
A185750,1388
A063160,1389
A001630,1390
A033340,1391
A036930,1392
A044380,1393
A239340,1394
A051980,165
A072020,1395
A000440,1396
A228760,1397
A314130,1398
A013890,1399
A043610,1400
A263860,1401
A303030,1402
A144510,1403
A051160,1824
A053050,1404
A119850,74
A204840,1405
A013870,1406
A071320,1949
A270520,83
A035000,1407
A018120,1408
A109820,1409
A036890,1410
A363250,191
A003780,1411
A007370,1412
A010640,1818
A100250,89
A051630,1413
A272450,1414
A011000,1903
A002780,1415
A085660,1416
A094850,1417
A004650,1418
A278280,1419
A000650,1420
A012600,1421
A066360,1422
A047820,1920
A131100,1423
A052300,1424
A094360,1425
A016790,1426
A284620,1427
A035720,1428
A293490,1919
A042000,1429
A317530,1430
A050110,1431
A119860,1432
A223310,1433
A109070,1434
A078340,1435
A063080,1436
A307930,1437
A263700,1438
A214370,1439
A221980,1440
A001620,1441
A192250,1442
A029460,1443
A115500,1444
A281820,75
A089150,1445
A025880,1446
A093320,1447
A093640,1448
A073010,1449
A105330,1450
A272110,1451
A039420,1452
A083550,1453
A032500,1913
A036030,1454
A064820,1455
A256940,1456
A024880,1457
A042040,1458
A258610,1459
A274090,1460
A089010,1461
A220260,1462
A052400,1463
A046070,1464
A047770,101
A078940,1465
A104540,1466
A027050,1467
A007810,177
A190650,1468
A123410,1469
A003690,1470
A036690,1471
A049430,1472
A183300,1473
A041960,1474
A089890,1475
A009730,1
A082660,1476
A192820,1477
A044820,1478
A222040,1479
A241710,166
A005070,1480
A005420,1481
A069110,1482
A355150,37
A166480,1483
A045970,1484
A196450,1485
A029960,91
A002020,1825
A003070,1486
A102940,1487
A120110,1488
A138490,1489
A021240,1887
A033290,1490
A056360,1491
A282880,135
A121850,1834
A015710,1492
A052330,1493
A322780,1494
A036420,1872
A200130,1495
A031820,164
A294570,1496
A192400,1989
A284740,1857
A317690,1497
A060280,1498
A015590,1499
A040350,1500
A051780,1501
A115180,1502
A182360,1503
A066310,1504
A016600,1505
A264900,1506
A005740,1507
A096240,1508
A110790,1509
A083790,16
A045520,1811
A036170,161
A214150,1510
A352770,1829
A237880,1511
A139670,1512
A020120,1513
A039490,1514
A054780,1515
A219130,1516
A065130,1517
A134580,1518
A014580,80
A015890,1519
A006890,1520
A023160,1521
A003240,1522
A011280,1523
A323280,1524
A053620,1525
A004100,173
A009410,1526
A044490,142
A124560,1527
A007980,13
A191420,1528
A073640,1529
A066700,1530
A095610,128
A055490,1531
A064520,85
A089030,50
A054450,1532
A078000,1533
A200230,1534
A214420,1535
A051360,1536
A108230,1537
A079970,1538
A199800,1873
A105550,1539
A026150,1540
A322180,1541
A117730,20
A033830,1813
A057680,1542
A064760,1543
A246710,1544
A340570,167
A043220,1545
A277880,1546
A131290,196
A019180,1851
A356860,1547
A062860,1548
A363280,1980
A321550,1549
A091810,1550
A004870,122
A104480,1982
A081150,1551
A084730,1552
A046210,1553
A034230,1554
A033540,1555
A214450,132
A208340,116
A005690,1556
A177830,1557
A037070,1558
A150900,1559
A037030,1560
A047310,1561
A368770,1562
A170790,1563
A049120,1564
A038950,1565
A131760,1566
A140860,42
A091700,1567
A032800,1568
A318010,1995
A036580,1569
A027710,1570
A004720,1571
A068050,1572
A028670,1923
A222110,1573
A010820,1574
A016800,1575
A263750,1576
A251970,1577
A001020,1816
A087010,1578
A090080,1579
A010770,1580
A119500,1581
A022100,171
A058430,1582
A009520,159
A047050,7
A003670,46
A189690,1583
A318020,1584
A256630,1585
A234100,1586
A041020,1587
A114630,1588
A290720,1589
A005670,1590
A094940,1591
A007330,1592
A017810,1593
A023900,1594
A103140,1595
A005810,99
A220100,1596
A334970,1597
A203690,1598
A321260,1599
A303360,1600
A053610,1601
A335810,1838
A053160,176
A041590,1602
A009810,1603
A237820,1604
A023770,1820
A300080,1605
A032580,58
A051380,1852
A241820,1606
A319660,1607
A031980,1608
A002230,1609
A057880,1610
A043370,1611
A239890,1612
A347740,1924
A137400,1613
A147760,1614
A128660,1615
A006140,1616
A304840,1617
A087600,1618
A161580,1619
A347770,1620
A163730,1621
A086790,1817
A299030,1622
A067310,1623
A166090,1624
A293480,1625
A039130,1626
A136480,1627
A003380,1628
A101670,1629
A365590,1630
A149980,1631
A013030,1632
A352820,1633
A126700,1634
A106080,1635
A071090,1636
A221840,1637
A106190,1855
A000080,1638
A000140,1639
A373200,1640
A066130,1641
A004590,1642
A036460,1643
A039340,1644
A005430,1645
A071050,1646
A034950,1647
A010040,1648
A025540,1649
A222980,1650
A010100,108
A256840,1856
A004090,1651
A025550,1652
A002200,1886
A002960,1653
A017890,1654
A000240,1655
A080720,1656
A123890,187
A015760,1657
A063570,1658
A041460,1659
A006200,1660
A053300,1661
A025770,1662
A023350,1663
A000970,17
A104700,1664
A017960,1665
A023760,1666
A054040,1667
A161890,1668
A024720,1669
A021650,1670
A161390,1671
A053590,1672
A034830,1673
A007280,1674
A032300,1675
A037230,1676
A047810,1677
A123690,1951
A003350,1678
A030520,1679
A052600,1680
A011500,1681
A002390,1682
A256150,1892
A092460,57
A053690,1683
A042700,33
A008930,1684
A128940,1685
A047080,1686
A009240,1687
A020000,1900
A105630,1688
A069640,1689
A016450,1690
A009180,1691
A114810,25
A213500,1971
A014680,1692
A004710,1693
A004150,1863
A025750,1694
A226440,1695
A042520,1696
A004960,1697
A011700,1698
A078350,1699
A045100,1700
A001750,1701
A018880,1702
A009420,1703
A014130,1704
A024740,1705
A005860,1706
A300720,195
A002220,1707
A006390,1708
A003300,1709
A007770,1710
A051600,1711
A052690,1712
A130660,1922
A002320,1713
A003480,1898
A180640,1714
A005110,1715
A079170,1716
A009460,1717
A054920,78
A002680,1718
A000880,1719
A088350,1720
A000370,1721
A009830,1722
A272210,175
A012450,1723
A003530,1724
A195870,1725
A034810,1726
A076610,1897
A059270,1727
A101530,1728
A220180,1729
A143210,1730
A214180,1731
A234340,1828
A084990,1732
A000720,1733
A170030,1734
A086280,1735
A064350,1736
A079430,1954
A012330,1737
A319400,1738
A010620,1739
A048410,1740
A052260,1938
A069960,1741
A004560,1742
A004310,1743
A041440,1744
A039010,1745
A017800,1746
A307950,1747
A011210,1748
A090850,1749
A004020,1750
A005440,1870
A005380,1751
A001500,1902
A011760,1752
A227840,1753
A126560,1754
A001450,1755
A057050,1827
A092300,1756
A093240,1757
A003010,1758
A111110,1759
A008770,1760
A060560,1761
A064240,1762
A039610,1763
A002460,1764
A378850,1765
A241590,1766
A006060,1767
A013520,1768
A010690,1769
A126640,1770
A133820,1831
A061250,1771
A010660,1772
A000850,1773
A016580,1774
A032560,1845
A004800,1775
A094280,1776
A097870,1777
A298040,127
A298050,1778
A298020,1779
A298000,1963
A093370,1780
A081660,1781
A005870,1782
A353190,143
A192410,1783
A090710,1784
A205470,1986
A115160,1785
A028080,1786
A032860,1787
A200670,23
A079980,1788
A065510,1789
A215090,1790
A005010,1791
A263920,1792
A243070,15
A084110,1793
A145020,1794
A024060,1795
A010240,1796
A189980,1797
A000540,1798
A003280,1799
A037440,1800
A238490,67
