종목코드,순위
A029530,60
A004970,1925
A001000,936
A215600,937
A065350,938
A011930,939
A005390,940
A004170,941
A035510,942
A034300,943
A031430,944
A031440,1812
A006880,945
A002800,946
A005800,947
A001720,948
A009270,1933
A017000,949
A002700,950
A012790,951
A138070,1813
A226330,952
A019170,953
A055550,954
A056700,955
A187270,956
A004080,957
A243840,1818
A222800,958
A036710,959
A160980,960
A356890,961
A217330,962
A102280,963
A003410,964
A010280,965
A004770,966
A208640,967
A222420,968
A037760,1898
A099320,969
A015540,970
A049960,971
A050890,972
A222080,1963
A004920,973
A352480,974
A264660,975
A352700,976
A297090,176
A112610,977
A359090,143
A115480,978
A189330,979
A096530,980
A101240,981
A060590,982
A308170,983
A260930,984
A013990,985
A123860,986
A025980,987
A008700,988
A125210,989
A002790,1955
A090430,990
A052710,1808
A074430,991
A092040,992
A083930,61
A149950,993
A036010,156
A002030,994
A183190,995
A002310,996
A050860,997
A012170,998
A246720,37
A067390,1972
A127710,999
A267850,1000
A020560,1001
A143160,1002
A054800,1003
A332370,1004
A122900,1005
A339950,1006
A099190,78
A289010,1007
A214430,1008
A040910,1009
A052860,1010
A010780,198
A069920,1011
A038880,1012
A307180,1013
A101390,1014
A090150,1015
A123010,1016
A031310,1017
A185490,1018
A059100,1019
A262840,1020
A175250,1021
A052460,40
A119830,1022
A124500,1023
A084850,1024
A027360,1025
A013310,96
A059120,1026
A158430,1998
A067160,1921
A001540,1027
A053800,1028
A065660,1029
A297570,1030
A001780,1031
A260660,1032
A215790,1033
A131370,1034
A140670,1035
A096610,65
A061040,1036
A148250,1037
A347860,1038
A196170,30
A123750,1039
A085810,1040
A291650,1041
A293780,1042
A018250,1821
A161000,54
A196300,1043
A310200,1044
A205500,1984
A052790,1045
A290740,1046
A238090,1047
A129890,1048
A174900,192
A255440,1049
A030960,1851
A073570,195
A102120,1050
A263540,1051
A238120,1052
A019990,1053
A270660,1054
A038680,1055
A097780,1056
A042110,1952
A298060,1057
A260970,1058
A101490,1059
A095910,1060
A031330,187
A060540,1061
A351320,1062
A056190,1063
A080000,99
A005850,1064
A041510,1065
A010580,1066
A007820,1067
A109610,1068
A012750,1069
A306040,1070
A096630,1071
A069510,1072
A041910,1073
A234300,1074
A039440,1075
A052020,1076
A237690,1077
A288620,1078
A317830,22
A058610,130
A043340,1825
A023960,1908
A298690,1995
A200710,1079
A096690,1080
A078520,1081
A298380,1082
A203400,1083
A195990,1084
A003800,1085
A088800,1086
A241840,1087
A312610,1088
A015260,1089
A072990,1946
A227100,1090
A239610,1091
A357230,1092
A071670,1093
A045660,1094
A224110,1095
A230980,1096
A021080,1988
A200470,1097
A262260,177
A007460,1846
A109960,1098
A003060,1099
A244920,1100
A089970,1101
A230240,1102
A230360,1819
A038870,149
A101360,1103
A128540,1104
A086520,1105
A247540,1106
A383310,1107
A038110,83
A064850,1108
A036810,127
A173940,184
A083500,1109
A043090,1110
A205100,1111
A092870,1112
A317870,1113
A067570,1114
A236810,1115
A333620,1116
A036570,1117
A031860,1118
A265740,1119
A354200,1982
A183490,1120
A085310,1121
A182400,1122
A069410,1123
A227950,1124
A291230,1125
A290650,123
A066970,69
A156100,1126
A073110,1127
A083310,1128
A037950,1129
A170920,1130
A058630,1131
A058970,1132
A019590,1133
A169330,1134
A097520,1135
A179290,1136
A009780,1137
A123040,1138
A032790,1139
A033160,1140
A347890,1141
A033310,1142
A259630,1143
A115960,1144
A060850,1145
A014440,1146
A143540,1147
A111770,1148
A009970,1149
A003520,1150
A000670,1151
A036560,1152
A006740,1153
A012280,1154
A265560,138
A012160,1155
A036000,1156
A053280,1157
A015360,93
A122640,1158
A045060,1159
A080520,112
A007310,1160
A039830,1161
A322310,1162
A046120,1163
A014940,1879
A002630,1164
A271560,89
A001800,1165
A010470,1166
A053980,1167
A052420,1168
A241790,1169
A039200,1170
A226400,1171
A031510,1172
A048260,1173
A138080,1174
A080580,1175
A067170,1176
A173130,111
A049480,1177
A309930,1178
A244460,1179
A226950,1180
A057540,1181
A131030,1182
A082210,1928
A109080,1183
A153710,1184
A122990,1185
A232140,43
A065530,1186
A067900,1187
A007530,181
A155650,1188
A251370,1189
A193250,1994
A273060,1190
A019210,1191
A122870,1192
A011690,154
A332570,1193
A070960,1194
A316140,1195
A032820,1196
A041190,1876
A115440,1917
A082850,1197
A215360,133
A072470,1198
A073560,1199
A153490,1200
A010050,1852
A101170,1201
A006980,1202
A066590,1203
A017370,81
A103840,116
A046940,1204
A065680,1205
A105840,1206
A018620,1207
A049800,1987
A016880,1208
A095720,1209
A005820,1210
A307280,1211
A053080,1212
A032940,1936
A240810,1213
A074600,1214
A104830,1215
A014190,1896
A217820,172
A030530,1216
A336570,1217
A008370,1218
A101160,74
A064090,1219
A336060,1220
A095270,1221
A010600,1222
A065950,1223
A076080,1224
A043590,1225
A069080,1226
A053580,1831
A071460,1227
A044340,1228
A330350,1229
A348350,1230
A112040,1231
A101730,1842
A123420,1996
A065370,1232
A038620,1233
A299900,1814
A036090,1234
A136540,1235
A320000,1236
A097800,1237
A313760,1238
A033270,1239
A014830,1240
A036200,1241
A018000,1242
A000910,1243
A047400,36
A203450,1244
A011330,1245
A077500,1246
A011320,1247
A086390,162
A241690,1248
A142210,1249
A048430,1250
A206650,1903
A089850,1973
A032620,1251
A264450,1976
A078070,1252
A002920,1253
A024800,1960
A000700,1254
A054930,1255
A049520,1256
A003470,1257
A263770,1258
A072130,1259
A000220,1260
A340930,1261
A023410,1262
A056080,1263
A084370,1264
A001200,117
A179900,1265
A263050,1892
A000100,1266
A003460,1267
A008730,1268
A072770,183
A008250,1269
A039020,1848
A025820,1270
A067920,1271
A044960,1272
A302430,1273
A214320,1820
A056090,1274
A073490,1275
A246960,1276
A088390,16
A272290,1277
A053350,1278
A041520,1279
A264850,1280
A054210,1281
A164060,1282
A065440,1283
A139480,1932
A115610,188
A078020,1284
A131400,148
A351330,1285
A080010,1286
A086890,1287
A007660,186
A005950,1288
A047560,101
A093230,1289
A102710,1290
A066980,1291
A074610,1292
A123570,1962
A083470,1293
A095190,1294
A091120,1295
A102460,1296
A039030,1297
A294090,1298
A088290,1299
A084680,1300
A181340,1301
A353810,1302
A099750,1303
A035810,175
A160600,1304
A092130,1305
A096040,1306
A001840,1307
A000760,1308
A024810,1309
A014990,1310
A041830,1311
A352940,1312
A101140,1313
A277410,1314
A060150,1865
A033230,1315
A006490,1845
A037330,1316
A100030,1317
A023800,1318
A034590,1884
A211050,178
A216050,1319
A049070,1320
A119610,27
A129260,1321
A051370,1322
A064290,1323
A189300,1324
A150840,1325
A048530,1326
A023810,1327
A175140,1328
A115310,1329
A039290,1330
A071200,1331
A101930,1942
A249420,1854
A000230,1332
A013360,1333
A003120,1334
A333430,1335
A068330,1336
A003200,1337
A007110,1338
A007570,1893
A178780,1339
A019540,1340
A081000,1341
A020760,170
A103590,1342
A094820,1343
A015860,1344
A226320,1938
A049550,1345
A254120,1346
A043910,1347
A234920,1348
A289220,1349
A317400,1350
A033240,1351
A049630,1801
A000950,1915
A208140,1352
A040420,1353
A217190,1354
A095700,1853
A122310,1355
A361390,1356
A187420,1357
A225220,1883
A159580,1867
A147830,1358
A033100,1359
A079370,82
A054950,1360
A023440,1803
A090470,1361
A287410,1362
A137950,1363
A033320,199
A204270,1364
A194370,1868
A026040,1986
A126880,1365
A322510,119
A094970,1366
A089790,1367
A030000,1368
A052670,1369
A271980,1370
A001560,1371
A199820,1372
A038010,135
A002620,1373
A276730,1374
A080220,1375
A006220,1802
A089590,1376
A216080,1377
A229000,1378
A082270,1379
A064800,1380
A044060,1381
A004910,1914
A004700,1382
A001550,1383
A000480,1861
A120030,1806
A034940,1384
A067000,1900
A018470,152
A002600,1385
A185750,1386
A063160,1387
A001630,1388
A033340,1389
A036930,1390
A044380,174
A239340,1391
A051980,1392
A072020,1393
A000440,1394
A228760,1395
A314130,1396
A013890,1397
A043610,1398
A263860,157
A303030,1399
A144510,1400
A051160,1401
A053050,1402
A119850,31
A204840,1403
A013870,1404
A071320,1405
A270520,44
A035000,1406
A018120,1407
A109820,1408
A036890,1974
A363250,1409
A003780,1410
A007370,1411
A010640,1958
A100250,1412
A051630,1413
A272450,1414
A011000,1415
A002780,1416
A085660,1417
A094850,1832
A004650,1418
A278280,1419
A000650,1420
A012600,1421
A066360,1422
A047820,1423
A131100,1424
A052300,1425
A094360,26
A016790,1426
A284620,1427
A035720,1428
A293490,1429
A042000,1923
A317530,1430
A050110,1859
A119860,1431
A223310,1432
A109070,1433
A078340,1434
A063080,1435
A307930,1436
A263700,1437
A214370,1438
A221980,1439
A001620,1440
A192250,1441
A029460,1442
A115500,70
A281820,1443
A089150,1444
A025880,1445
A093320,1446
A093640,1447
A073010,1448
A105330,1449
A272110,29
A039420,1450
A083550,1451
A032500,1957
A036030,1452
A064820,1453
A256940,1454
A024880,1455
A042040,1456
A258610,1966
A274090,1457
A089010,1458
A220260,1459
A052400,1460
A046070,1461
A047770,122
A078940,1462
A104540,1463
A027050,1464
A007810,1465
A190650,1466
A123410,1467
A003690,1468
A036690,1469
A049430,1470
A183300,1471
A041960,1472
A089890,1473
A009730,1474
A082660,1475
A192820,1476
A044820,1477
A222040,14
A241710,1478
A005070,1479
A005420,1480
A069110,1481
A355150,39
A166480,1482
A045970,1483
A196450,1484
A029960,47
A002020,1485
A003070,1486
A102940,1967
A120110,1827
A138490,1487
A021240,1488
A033290,1489
A056360,1490
A282880,165
A121850,1839
A015710,1491
A052330,1492
A322780,1493
A036420,1886
A200130,1494
A031820,169
A294570,1495
A192400,1496
A284740,1497
A317690,1498
A060280,1499
A015590,1500
A040350,1501
A051780,1502
A115180,1503
A182360,1504
A066310,1505
A016600,1506
A264900,1507
A005740,1508
A096240,1509
A110790,1510
A083790,13
A045520,1809
A036170,72
A214150,88
A352770,1511
A237880,1870
A139670,1512
A020120,1513
A039490,1514
A054780,1515
A219130,1516
A065130,1517
A134580,1518
A014580,1519
A015890,1520
A006890,1521
A023160,1522
A003240,1523
A011280,1524
A323280,1525
A053620,1526
A004100,1527
A009410,1528
A044490,126
A124560,1971
A007980,107
A191420,1529
A073640,1530
A066700,1531
A095610,1532
A055490,1533
A064520,53
A089030,33
A054450,1534
A078000,1913
A200230,1535
A214420,1536
A051360,1537
A108230,1538
A079970,45
A199800,1959
A105550,1539
A026150,1540
A322180,1541
A117730,38
A033830,1542
A057680,1543
A064760,100
A246710,1544
A340570,90
A043220,1545
A277880,1546
A131290,1547
A019180,1882
A356860,1548
A062860,1549
A363280,1823
A321550,1550
A091810,1551
A004870,64
A104480,1899
A081150,1843
A084730,1552
A046210,1553
A034230,1554
A033540,1555
A214450,1556
A208340,1557
A005690,1558
A177830,1559
A037070,1560
A150900,1940
A037030,1561
A047310,166
A368770,1562
A170790,1563
A049120,1564
A038950,1565
A131760,1566
A140860,10
A091700,1567
A032800,1568
A318010,1569
A036580,1570
A027710,1571
A004720,1572
A068050,1573
A028670,1991
A222110,1574
A010820,1575
A016800,1576
A263750,159
A251970,158
A001020,1577
A087010,1578
A090080,1579
A010770,1580
A119500,1581
A022100,1582
A058430,1583
A009520,1584
A047050,1
A003670,1585
A189690,171
A318020,1586
A256630,1587
A234100,141
A041020,1588
A114630,1589
A290720,1590
A005670,1591
A094940,1592
A007330,1593
A017810,1594
A023900,1595
A103140,5
A005810,8
A220100,1596
A334970,1597
A203690,1598
A321260,1599
A303360,1600
A053610,1601
A335810,1602
A053160,1603
A041590,1604
A009810,1605
A237820,1606
A023770,1607
A300080,1608
A032580,21
A051380,1863
A241820,1609
A319660,1610
A031980,1611
A002230,1612
A057880,1613
A043370,146
A239890,1614
A347740,1615
A137400,1616
A147760,1617
A128660,1618
A006140,1619
A304840,1620
A087600,1621
A161580,1622
A347770,1623
A163730,1624
A086790,1625
A299030,1626
A067310,1627
A166090,1628
A293480,1629
A039130,1630
A136480,1631
A003380,1632
A101670,1633
A365590,1634
A149980,1635
A013030,1636
A352820,1637
A126700,1638
A106080,1639
A071090,1640
A221840,1641
A106190,1642
A000080,1643
A000140,1644
A373200,1645
A066130,1646
A004590,1647
A036460,1838
A039340,1922
A005430,1648
A071050,1649
A034950,1650
A010040,1651
A025540,1652
A222980,1653
A010100,1654
A256840,1978
A004090,1895
A025550,1655
A002200,1860
A002960,1878
A017890,1656
A000240,1657
A080720,1658
A123890,51
A015760,151
A063570,1659
A041460,1985
A006200,1660
A053300,1661
A025770,1662
A023350,1663
A000970,114
A104700,1664
A017960,1665
A023760,1666
A054040,1667
A161890,1668
A024720,1669
A021650,1670
A161390,1671
A053590,1672
A034830,173
A007280,1673
A032300,1674
A037230,1675
A047810,1676
A123690,1916
A003350,1847
A030520,1677
A052600,1678
A011500,66
A002390,1679
A256150,1680
A092460,41
A053690,1681
A042700,4
A008930,1682
A128940,1683
A047080,1684
A009240,1685
A020000,1815
A105630,1686
A069640,1687
A016450,1688
A009180,1689
A114810,57
A213500,1949
A014680,1690
A004710,106
A004150,1965
A025750,1691
A226440,1692
A042520,1693
A004960,1694
A011700,1695
A078350,1696
A045100,1697
A001750,1698
A018880,1699
A009420,1700
A014130,1701
A024740,1702
A005860,1703
A300720,1704
A002220,1705
A006390,1706
A003300,118
A007770,1707
A051600,1708
A052690,1709
A130660,1710
A002320,1711
A003480,1712
A180640,1713
A005110,1714
A079170,1715
A009460,1716
A054920,1717
A002680,1718
A000880,113
A088350,1719
A000370,1720
A009830,1721
A272210,1722
A012450,1723
A003530,1724
A195870,1725
A034810,1835
A076610,1726
A059270,1727
A101530,1728
A220180,1729
A143210,1730
A214180,1837
A234340,1969
A084990,1731
A000720,1732
A170030,1733
A086280,1734
A064350,1735
A079430,1990
A012330,1736
A319400,1737
A010620,1738
A048410,1739
A052260,1740
A069960,1930
A004560,1741
A004310,1742
A041440,1743
A039010,1744
A017800,1745
A307950,1746
A011210,1747
A090850,1748
A004020,1749
A005440,1906
A005380,1750
A001500,1751
A011760,1752
A227840,1753
A126560,1754
A001450,1755
A057050,1756
A092300,1757
A093240,1758
A003010,1759
A111110,1760
A008770,1761
A060560,1762
A064240,1763
A039610,1764
A002460,1765
A378850,1766
A241590,1767
A006060,1768
A013520,1769
A010690,1770
A126640,1771
A133820,1862
A061250,1772
A010660,1773
A000850,92
A016580,1902
A032560,1774
A004800,1775
A094280,1776
A097870,1777
A298040,1778
A298050,1779
A298020,1780
A298000,1947
A093370,1781
A081660,1855
A005870,1782
A353190,1783
A192410,1840
A090710,1784
A205470,1920
A115160,1785
A028080,1786
A032860,1787
A200670,103
A079980,1788
A065510,1789
A215090,1790
A005010,1791
A263920,1792
A243070,19
A084110,1793
A145020,1794
A024060,1795
A010240,1796
A189980,1797
A000540,1798
A003280,1799
A037440,1800
A238490,164
